beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
4.628280102495269,0.20205221365123463,0.8038500902438764,0.057917124484226236,0.10808357445663597,0.19006223995289961,0.42405770561743594,0.017685707442460397,0.06925482989386017,0.16588904944780575,0.03333333333333333,0.5999617640647078,0.8700000000000001,0.0004924507125934965,0.005439673741625825,0.012130795124811031,0.9997103549347452,0.9974507455783127,2021-03-25
