beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
1.9331611597811476,0.20067987729682618,0.8788760062953722,0.04058646168798927,0.04,0.040003923096919296,0.4999063018745806,0.002786213379866382,0.1104495397097891,0.16767716044199077,0.06393623658106556,0.8973723129380473,0.8300000000000001,0.004150112891210673,0.0026074702994487377,0.0037121128065445846,0.999904689452354,0.9988215539914571,2021-03-19
