beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
1.2293771219962295,0.2546914041125739,0.7154511270736474,0.040000037538422135,0.04000105276293542,0.07981435499965496,0.0465477134553352,0.0017169394563986942,0.04749345386857669,0.29826361363697357,0.07142857142857142,0.40003083737315553,0.9000000000000001,0.001336704542609701,0.005837168073295881,0.008293017302880878,0.999761049320016,0.9984049376491522,2021-03-17
