beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,k,k2,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
53.03537557598404,0.2999156019455777,0.1464703224932567,0.047485723904623835,0.19998026962788137,0.05325349960719454,0.06870713624468805,0.0019517790598494813,0.16223046052358187,0.3674445865471176,1.5898342328558883,0.014500531768841913,0.020910963412223395,3.140221940050739,0.9200000000000002,0.04020608519209709,0.004850913520279518,0.01487473393113414,0.99940646650502,0.985546194614439,2021-03-20
