,date,deaths,diff
127,2021-06-08,358671.22431431775,3263.3063027909957
128,2021-06-09,361874.7715843141,3203.547269996372
129,2021-06-10,365018.71904252836,3143.947458214243
130,2021-06-11,368103.2858769616,3084.566834433237
131,2021-06-12,371128.74125685496,3025.455379893363
132,2021-06-13,374095.40858218895,2966.667325333983
133,2021-06-14,377003.671600088,2908.2630178990657
134,2021-06-15,379853.9782190556,2850.3066189676174
135,2021-06-16,382646.8412501786,2792.86303112295
136,2021-06-17,385382.83653236745,2735.995282188873
137,2021-06-18,388062.5992014947,2679.76266912726
138,2021-06-19,390686.81881213625,2624.219610641536
139,2021-06-20,393256.23386482266,2569.4150526864105
140,2021-06-21,395771.6261310751,2515.3922662524274
141,2021-06-22,398233.81503621,2462.1889051349135
142,2021-06-23,400643.65226156084,2409.8372253508423
143,2021-06-24,403002.0166589504,2358.3643973895814
144,2021-06-25,405309.8095241565,2307.79286520608
145,2021-06-26,407567.95024633844,2258.140722181939
146,2021-06-27,409777.37233187875,2209.422085540311
147,2021-06-28,411939.01979008305,2161.647458204301
148,2021-06-29,414053.8438620828,2114.8240719997557
149,2021-06-30,416122.8000712892,2068.9562092063716
150,2021-07-01,418146.8455727009,2024.0455014117179
