,confirmed_death,confirmed_cases,date,state
8303,0,1865,2020-09-27,mz
8304,16,5862,2020-09-27,nl
8305,783,205452,2020-09-27,or
8306,3188,108684,2020-09-27,pb
8307,500,26032,2020-09-27,py
8308,1426,126775,2020-09-27,rj
8309,31,2833,2020-09-27,sk
8310,1100,185833,2020-09-27,tg
8311,9233,575017,2020-09-27,tn
8312,270,24728,2020-09-27,tr
8313,5517,382835,2020-09-27,up
8314,566,46281,2020-09-27,ut
8315,4721,244240,2020-09-27,wb
8316,53,3794,2020-09-28,an
8317,5708,675674,2020-09-28,ap
8318,14,9004,2020-09-28,ar
8319,655,169985,2020-09-28,as
8320,888,178702,2020-09-28,br
8321,147,11553,2020-09-28,ch
8322,848,104733,2020-09-28,ct
8323,5235,271114,2020-09-28,dl
8324,2,3002,2020-09-28,dn_dd
8325,401,31958,2020-09-28,ga
8326,3416,133057,2020-09-28,gj
8327,175,14191,2020-09-28,hp
8328,1307,123782,2020-09-28,hr
8329,679,79909,2020-09-28,jh
8330,1132,72190,2020-09-28,jk
8331,8582,575566,2020-09-28,ka
8332,677,175384,2020-09-28,kl
8333,58,4103,2020-09-28,la
8334,0,0,2020-09-28,ld
8335,35571,1339232,2020-09-28,mh
8336,43,5302,2020-09-28,ml
8337,64,10299,2020-09-28,mn
8338,2207,122209,2020-09-28,mp
8339,0,1908,2020-09-28,mz
8340,16,5946,2020-09-28,nl
8341,797,209374,2020-09-28,or
8342,3238,110106,2020-09-28,pb
8343,513,26400,2020-09-28,py
8344,1441,128859,2020-09-28,rj
8345,33,2871,2020-09-28,sk
8346,1107,187211,2020-09-28,tg
8347,9313,580808,2020-09-28,tn
8348,273,24921,2020-09-28,tr
8349,5594,387085,2020-09-28,up
8350,574,47045,2020-09-28,ut
8351,4781,247425,2020-09-28,wb
8352,53,3803,2020-09-29,an
8353,5745,681161,2020-09-29,ap
8354,15,9332,2020-09-29,ar
8355,667,173629,2020-09-29,as
8356,892,179832,2020-09-29,br
8357,153,11678,2020-09-29,ch
8358,877,108458,2020-09-29,ct
8359,5272,273098,2020-09-29,dl
8360,2,3012,2020-09-29,dn_dd
8361,407,32396,2020-09-29,ga
8362,3428,134461,2020-09-29,gj
8363,180,14457,2020-09-29,hp
8364,1331,125412,2020-09-29,hr
8365,688,81417,2020-09-29,jh
8366,1146,73014,2020-09-29,jk
8367,8641,582458,2020-09-29,ka
8368,697,179922,2020-09-29,kl
8369,58,4152,2020-09-29,la
8370,0,0,2020-09-29,ld
8371,35751,1351153,2020-09-29,mh
8372,46,5362,2020-09-29,ml
8373,64,10477,2020-09-29,mn
8374,2242,124166,2020-09-29,mp
8375,0,1958,2020-09-29,mz
8376,17,5957,2020-09-29,nl
8377,813,212609,2020-09-29,or
8378,3284,111375,2020-09-29,pb
8379,515,26685,2020-09-29,py
8380,1456,130971,2020-09-29,rj
8381,34,2896,2020-09-29,sk
8382,1116,189283,2020-09-29,tg
8383,9383,586397,2020-09-29,tn
8384,276,25353,2020-09-29,tr
8385,5652,390875,2020-09-29,up
8386,580,47502,2020-09-29,ut
8387,4837,250580,2020-09-29,wb
8388,53,3821,2020-09-30,an
8389,5780,687351,2020-09-30,ap
8390,16,9553,2020-09-30,ar
8391,680,177221,2020-09-30,as
8392,894,181285,2020-09-30,br
8393,158,11816,2020-09-30,ch
8394,916,110655,2020-09-30,ct
8395,5320,276325,2020-09-30,dl
8396,2,3032,2020-09-30,dn_dd
8397,419,32777,2020-09-30,ga
8398,3439,135842,2020-09-30,gj
8399,183,14747,2020-09-30,hp
8400,1356,126974,2020-09-30,hr
8401,700,82540,2020-09-30,jh
8402,1164,74095,2020-09-30,jk
8403,8777,592911,2020-09-30,ka
8404,719,187276,2020-09-30,kl
8405,58,4195,2020-09-30,la
8406,0,0,2020-09-30,ld
8407,36181,1366129,2020-09-30,mh
8408,47,5463,2020-09-30,ml
8409,65,10746,2020-09-30,mn
8410,2281,126043,2020-09-30,mp
8411,0,1986,2020-09-30,mz
8412,17,6040,2020-09-30,nl
8413,828,215676,2020-09-30,or
8414,3359,112460,2020-09-30,pb
8415,517,27066,2020-09-30,py
8416,1471,133119,2020-09-30,rj
8417,35,2937,2020-09-30,sk
8418,1127,191386,2020-09-30,tg
8419,9453,591943,2020-09-30,tn
8420,277,25734,2020-09-30,tr
8421,5715,394856,2020-09-30,up
8422,591,47995,2020-09-30,ut
8423,4899,253768,2020-09-30,wb
8424,53,3835,2020-10-01,an
8425,5828,693484,2020-10-01,ap
8426,16,9796,2020-10-01,ar
8427,697,180811,2020-10-01,as
8428,904,182728,2020-10-01,br
8429,162,11938,2020-10-01,ch
8430,957,113602,2020-10-01,ct
8431,5361,279715,2020-10-01,dl
8432,2,3040,2020-10-01,dn_dd
8433,428,33418,2020-10-01,ga
8434,3450,137232,2020-10-01,gj
8435,186,14976,2020-10-01,hp
8436,1382,128599,2020-10-01,hr
8437,713,83651,2020-10-01,jh
8438,1181,75070,2020-10-01,jk
8439,8864,601767,2020-10-01,ka
8440,742,196106,2020-10-01,kl
8441,58,4269,2020-10-01,la
8442,0,0,2020-10-01,ld
8443,36662,1384446,2020-10-01,mh
8444,49,5639,2020-10-01,ml
8445,67,10983,2020-10-01,mn
8446,2316,128047,2020-10-01,mp
8447,0,2017,2020-10-01,mz
8448,17,6163,2020-10-01,nl
8449,842,219119,2020-10-01,or
8450,3406,113886,2020-10-01,pb
8451,521,27544,2020-10-01,py
8452,1486,135292,2020-10-01,rj
8453,37,3012,2020-10-01,sk
8454,1135,193600,2020-10-01,tg
8455,9520,597602,2020-10-01,tn
8456,283,26066,2020-10-01,tr
8457,5784,399082,2020-10-01,up
8458,611,49000,2020-10-01,ut
8459,4958,257049,2020-10-01,wb
8460,53,3848,2020-10-02,an
8461,5869,700235,2020-10-02,ap
8462,16,10020,2020-10-02,ar
8463,711,182396,2020-10-02,as
8464,904,184038,2020-10-02,br
8465,164,12057,2020-10-02,ch
8466,986,116153,2020-10-02,ct
8467,5401,282752,2020-10-02,dl
8468,2,3054,2020-10-02,dn_dd
8469,440,33942,2020-10-02,ga
8470,3460,138583,2020-10-02,gj
8471,195,15219,2020-10-02,hp
8472,1402,129912,2020-10-02,hr
8473,721,84664,2020-10-02,jh
8474,1198,76163,2020-10-02,jk
8475,8994,611837,2020-10-02,ka
8476,771,204241,2020-10-02,kl
8477,61,4360,2020-10-02,la
8478,0,0,2020-10-02,ld
8479,37056,1400922,2020-10-02,mh
8480,51,5802,2020-10-02,ml
8481,68,11111,2020-10-02,mn
8482,2336,130088,2020-10-02,mp
8483,0,2049,2020-10-02,mz
8484,17,6244,2020-10-02,nl
8485,859,222734,2020-10-02,or
8486,3451,115151,2020-10-02,pb
8487,525,28024,2020-10-02,py
8488,1500,137485,2020-10-02,rj
8489,39,3050,2020-10-02,sk
8490,1145,195609,2020-10-02,tg
8491,9586,603290,2020-10-02,tn
8492,286,26362,2020-10-02,tr
8493,5864,403101,2020-10-02,up
8494,625,49248,2020-10-02,ut
8495,5017,260324,2020-10-02,wb
8496,53,3858,2020-10-03,an
8497,5900,706790,2020-10-03,ap
8498,18,10220,2020-10-03,ar
8499,721,183812,2020-10-03,as
8500,910,185436,2020-10-03,br
8501,169,12212,2020-10-03,ch
8502,1002,118790,2020-10-03,ct
8503,5438,285672,2020-10-03,dl
8504,2,3061,2020-10-03,dn_dd
8505,442,34455,2020-10-03,ga
8506,3475,139893,2020-10-03,gj
8507,202,15454,2020-10-03,hp
8508,1425,131388,2020-10-03,hr
8509,729,85400,2020-10-03,jh
8510,1212,77253,2020-10-03,jk
8511,9119,620630,2020-10-03,ka
8512,791,213499,2020-10-03,kl
8513,61,4429,2020-10-03,la
8514,0,0,2020-10-03,ld
8515,37480,1416513,2020-10-03,mh
8516,52,6033,2020-10-03,ml
8517,69,11397,2020-10-03,mn
8518,2372,132107,2020-10-03,mp
8519,0,2103,2020-10-03,mz
8520,17,6318,2020-10-03,nl
8521,875,226334,2020-10-03,or
8522,3501,116213,2020-10-03,pb
8523,532,28534,2020-10-03,py
8524,1516,139696,2020-10-03,rj
8525,41,3092,2020-10-03,sk
8526,1153,197327,2020-10-03,tg
8527,9653,608885,2020-10-03,tn
8528,289,26552,2020-10-03,tr
8529,5917,406995,2020-10-03,up
8530,636,49559,2020-10-03,ut
8531,5070,263634,2020-10-03,wb
8532,53,3868,2020-10-04,an
8533,5941,713014,2020-10-04,ap
8534,18,10421,2020-10-04,ar
8535,735,185444,2020-10-04,as
8536,912,186441,2020-10-04,br
8537,172,12360,2020-10-04,ch
8538,1031,121400,2020-10-04,ct
8539,5472,287930,2020-10-04,dl
8540,2,3070,2020-10-04,dn_dd
8541,450,34900,2020-10-04,ga
8542,3487,141236,2020-10-04,gj
8543,210,15695,2020-10-04,hp
8544,1450,132576,2020-10-04,hr
8545,734,86277,2020-10-04,jh
8546,1231,78228,2020-10-04,jk
8547,9219,630516,2020-10-04,ka
8548,813,221333,2020-10-04,kl
8549,61,4477,2020-10-04,la
8550,0,0,2020-10-04,ld
8551,37758,1430861,2020-10-04,mh
8552,54,6456,2020-10-04,ml
8553,71,11649,2020-10-04,mn
8554,2399,133918,2020-10-04,mp
8555,0,2120,2020-10-04,mz
8556,17,6429,2020-10-04,nl
8557,892,229387,2020-10-04,or
8558,3562,117319,2020-10-04,pb
8559,534,28752,2020-10-04,py
8560,1530,141846,2020-10-04,rj
8561,43,3131,2020-10-04,sk
8562,1163,199276,2020-10-04,tg
8563,9718,614507,2020-10-04,tn
8564,293,26874,2020-10-04,tr
8565,5977,410626,2020-10-04,up
8566,648,50062,2020-10-04,ut
8567,5132,266974,2020-10-04,wb
8568,53,3884,2020-10-05,an
8569,5981,719256,2020-10-05,ap
8570,18,10548,2020-10-05,ar
8571,749,186200,2020-10-05,as
8572,915,188168,2020-10-05,br
8573,174,12445,2020-10-05,ch
8574,1045,123324,2020-10-05,ct
8575,5510,290613,2020-10-05,dl
8576,2,3087,2020-10-05,dn_dd
8577,456,35328,2020-10-05,ga
8578,3496,142538,2020-10-05,gj
8579,217,15851,2020-10-05,hp
8580,1470,133878,2020-10-05,hr
8581,743,87210,2020-10-05,jh
8582,1242,79106,2020-10-05,jk
8583,9286,640661,2020-10-05,ka
8584,836,229886,2020-10-05,kl
8585,61,4521,2020-10-05,la
8586,0,0,2020-10-05,ld
8587,38084,1443409,2020-10-05,mh
8588,54,6656,2020-10-05,ml
8589,74,11855,2020-10-05,mn
8590,2434,135638,2020-10-05,mp
8591,0,2120,2020-10-05,mz
8592,17,6552,2020-10-05,nl
8593,907,232713,2020-10-05,or
8594,3603,118157,2020-10-05,pb
8595,539,29089,2020-10-05,py
8596,1545,144030,2020-10-05,rj
8597,45,3174,2020-10-05,sk
8598,1171,200611,2020-10-05,tg
8599,9784,619996,2020-10-05,tn
8600,299,27033,2020-10-05,tr
8601,6029,414466,2020-10-05,up
8602,652,51481,2020-10-05,ut
8603,5194,270331,2020-10-05,wb
8604,54,3899,2020-10-06,an
8605,6019,723512,2020-10-06,ap
8606,19,10783,2020-10-06,ar
8607,760,187718,2020-10-06,as
8608,924,189442,2020-10-06,br
8609,177,12578,2020-10-06,ch
8610,1081,126005,2020-10-06,ct
8611,5542,292560,2020-10-06,dl
8612,2,3092,2020-10-06,dn_dd
8613,460,35719,2020-10-06,ga
8614,3509,143865,2020-10-06,gj
8615,224,16033,2020-10-06,hp
8616,1491,134909,2020-10-06,hr
8617,747,88026,2020-10-06,jh
8618,1252,79738,2020-10-06,jk
8619,9370,647712,2020-10-06,ka
8620,859,234928,2020-10-06,kl
8621,61,4641,2020-10-06,la
8622,0,0,2020-10-06,ld
8623,38347,1453653,2020-10-06,mh
8624,59,6767,2020-10-06,ml
8625,75,12105,2020-10-06,mn
8626,2463,137098,2020-10-06,mp
8627,0,2128,2020-10-06,mz
8628,17,6594,2020-10-06,nl
8629,924,235330,2020-10-06,or
8630,3641,119184,2020-10-06,pb
8631,543,29277,2020-10-06,py
8632,1559,146195,2020-10-06,rj
8633,46,3191,2020-10-06,sk
8634,1181,202594,2020-10-06,tg
8635,9846,625391,2020-10-06,tn
8636,301,27308,2020-10-06,tr
8637,6092,417437,2020-10-06,up
8638,669,51991,2020-10-06,ut
8639,5255,273679,2020-10-06,wb
8640,54,3912,2020-10-07,an
8641,6052,729307,2020-10-07,ap
8642,20,11007,2020-10-07,ar
8643,778,188902,2020-10-07,as
8644,925,190740,2020-10-07,br
8645,180,12707,2020-10-07,ch
8646,1104,128893,2020-10-07,ct
8647,5581,295236,2020-10-07,dl
8648,2,3103,2020-10-07,dn_dd
8649,468,36238,2020-10-07,ga
8650,3519,145200,2020-10-07,gj
8651,229,16283,2020-10-07,hp
8652,1509,136115,2020-10-07,hr
8653,757,88873,2020-10-07,jh
8654,1268,80476,2020-10-07,jk
8655,9461,657705,2020-10-07,ka
8656,884,242799,2020-10-07,kl
8657,61,4720,2020-10-07,la
8658,0,0,2020-10-07,ld
8659,38717,1465911,2020-10-07,mh
8660,60,7037,2020-10-07,ml
8661,78,12240,2020-10-07,mn
8662,2488,138668,2020-10-07,mp
8663,0,2148,2020-10-07,mz
8664,17,6662,2020-10-07,nl
8665,940,238003,2020-10-07,or
8666,3679,120016,2020-10-07,pb
8667,546,29682,2020-10-07,py
8668,1574,148316,2020-10-07,rj
8669,49,3216,2020-10-07,sk
8670,1189,204748,2020-10-07,tg
8671,9917,630408,2020-10-07,tn
8672,301,27545,2020-10-07,tr
8673,6153,420937,2020-10-07,up
8674,677,52329,2020-10-07,ut
8675,5318,277049,2020-10-07,wb
8676,54,3935,2020-10-08,an
8677,6086,734427,2020-10-08,ap
8678,21,11267,2020-10-08,ar
8679,785,190209,2020-10-08,as
8680,927,191985,2020-10-08,br
8681,182,12820,2020-10-08,ch
8682,1134,131739,2020-10-08,ct
8683,5616,298107,2020-10-08,dl
8684,2,3120,2020-10-08,dn_dd
8685,477,36670,2020-10-08,ga
8686,3531,146673,2020-10-08,gj
8687,231,16565,2020-10-08,hp
8688,1528,137398,2020-10-08,hr
8689,767,89702,2020-10-08,jh
8690,1282,81097,2020-10-08,jk
8691,9574,668652,2020-10-08,ka
8692,906,253405,2020-10-08,kl
8693,63,4802,2020-10-08,la
8694,0,0,2020-10-08,ld
8695,39072,1480489,2020-10-08,mh
8696,60,7165,2020-10-08,ml
8697,80,12489,2020-10-08,mn
8698,2518,140307,2020-10-08,mp
8699,0,2150,2020-10-08,mz
8700,17,6715,2020-10-08,nl
8701,958,240998,2020-10-08,or
8702,3712,120860,2020-10-08,pb
8703,551,30161,2020-10-08,py
8704,1590,150467,2020-10-08,rj
8705,49,3234,2020-10-08,sk
8706,1201,206644,2020-10-08,tg
8707,9984,635855,2020-10-08,tn
8708,304,27759,2020-10-08,tr
8709,6200,424326,2020-10-08,up
8710,688,52959,2020-10-08,ut
8711,5376,280504,2020-10-08,wb
8712,55,3952,2020-10-09,an
8713,6128,739719,2020-10-09,ap
8714,22,11479,2020-10-09,ar
8715,794,191397,2020-10-09,as
8716,929,193072,2020-10-09,br
8717,186,12922,2020-10-09,ch
8718,1158,134612,2020-10-09,ct
8719,5653,300833,2020-10-09,dl
8720,2,3132,2020-10-09,dn_dd
8721,484,37102,2020-10-09,ga
8722,3538,147789,2020-10-09,gj
8723,238,16778,2020-10-09,hp
8724,1548,138682,2020-10-09,hr
8725,775,90486,2020-10-09,jh
8726,1291,81793,2020-10-09,jk
8727,9675,679356,2020-10-09,ka
8728,930,258850,2020-10-09,kl
8729,63,4902,2020-10-09,la
8730,0,0,2020-10-09,ld
8731,39430,1493884,2020-10-09,mh
8732,60,7261,2020-10-09,ml
8733,83,12679,2020-10-09,mn
8734,2547,142022,2020-10-09,mp
8735,0,2157,2020-10-09,mz
8736,17,6736,2020-10-09,nl
8737,974,244142,2020-10-09,or
8738,3741,121716,2020-10-09,pb
8739,556,30539,2020-10-09,py
8740,1605,152605,2020-10-09,rj
8741,51,3246,2020-10-09,sk
8742,1208,208535,2020-10-09,tg
8743,10052,640943,2020-10-09,tn
8744,311,27982,2020-10-09,tr
8745,6245,427459,2020-10-09,up
8746,702,53359,2020-10-09,ut
8747,5439,284030,2020-10-09,wb
8748,55,3976,2020-10-10,an
8749,6159,744864,2020-10-10,ap
8750,23,11760,2020-10-10,ar
8751,802,192416,2020-10-10,as
8752,934,194329,2020-10-10,br
8753,188,12985,2020-10-10,ch
8754,1196,137570,2020-10-10,ct
8755,5692,303693,2020-10-10,dl
8756,2,3140,2020-10-10,dn_dd
8757,491,37591,2020-10-10,ga
8758,3547,149032,2020-10-10,gj
8759,245,16977,2020-10-10,hp
8760,1562,139932,2020-10-10,hr
8761,781,91254,2020-10-10,jh
8762,1306,82429,2020-10-10,jk
8763,9789,690269,2020-10-10,ka
8764,955,268100,2020-10-10,kl
8765,63,4987,2020-10-10,la
8766,0,0,2020-10-10,ld
8767,39732,1506018,2020-10-10,mh
8768,61,7388,2020-10-10,ml
8769,86,12810,2020-10-10,mn
8770,2574,143629,2020-10-10,mp
8771,0,2162,2020-10-10,mz
8772,17,6888,2020-10-10,nl
8773,991,246839,2020-10-10,or
8774,3773,122459,2020-10-10,pb
8775,558,30904,2020-10-10,py
8776,1621,154785,2020-10-10,rj
8777,53,3278,2020-10-10,sk
8778,1217,210346,2020-10-10,tg
8779,10120,646128,2020-10-10,tn
8780,313,28153,2020-10-10,tr
8781,6293,430666,2020-10-10,up
8782,716,54063,2020-10-10,ut
8783,5501,287603,2020-10-10,wb
8784,55,3992,2020-10-11,an
8785,6194,750517,2020-10-11,ap
8786,23,11998,2020-10-11,ar
8787,811,193387,2020-10-11,as
8788,944,195499,2020-10-11,br
8789,190,13081,2020-10-11,ch
8790,1235,140258,2020-10-11,ct
8791,5740,306559,2020-10-11,dl
8792,2,3152,2020-10-11,dn_dd
8793,499,37934,2020-10-11,ga
8794,3557,150253,2020-10-11,gj
8795,248,17244,2020-10-11,hp
8796,1572,141090,2020-10-11,hr
8797,784,91951,2020-10-11,jh
8798,1313,83064,2020-10-11,jk
8799,9891,700786,2020-10-11,ka
8800,978,279855,2020-10-11,kl
8801,64,5059,2020-10-11,la
8802,0,0,2020-10-11,ld
8803,40040,1517434,2020-10-11,mh
8804,62,7544,2020-10-11,ml
8805,88,13092,2020-10-11,mn
8806,2599,145245,2020-10-11,mp
8807,0,2175,2020-10-11,mz
8808,17,6949,2020-10-11,nl
8809,1006,249693,2020-10-11,or
8810,3798,123317,2020-10-11,pb
8811,559,31233,2020-10-11,py
8812,1636,156908,2020-10-11,rj
8813,55,3321,2020-10-11,sk
8814,1222,212063,2020-10-11,tg
8815,10187,651370,2020-10-11,tn
8816,315,28352,2020-10-11,tr
8817,6353,433712,2020-10-11,up
8818,734,54525,2020-10-11,ut
8819,5563,291194,2020-10-11,wb
8820,55,4005,2020-10-12,an
8821,6224,755727,2020-10-12,ap
8822,24,12147,2020-10-12,ar
8823,816,193783,2020-10-12,as
8824,946,196531,2020-10-12,br
8825,191,13162,2020-10-12,ch
8826,1253,142372,2020-10-12,ct
8827,5769,309339,2020-10-12,dl
8828,2,3163,2020-10-12,dn_dd
8829,507,38366,2020-10-12,ga
8830,3566,151434,2020-10-12,gj
8831,250,17408,2020-10-12,hp
8832,1579,142155,2020-10-12,hr
8833,787,92525,2020-10-12,jh
8834,1322,83633,2020-10-12,jk
8835,9966,710309,2020-10-12,ka
8836,1003,289202,2020-10-12,kl
8837,64,5081,2020-10-12,la
8838,0,0,2020-10-12,ld
8839,40349,1528226,2020-10-12,mh
8840,63,7683,2020-10-12,ml
8841,91,13326,2020-10-12,mn
8842,2624,146820,2020-10-12,mp
8843,0,2184,2020-10-12,mz
8844,17,7019,2020-10-12,nl
8845,1022,252239,2020-10-12,or
8846,3833,123973,2020-10-12,pb
8847,563,31549,2020-10-12,py
8848,1650,159052,2020-10-12,rj
8849,55,3359,2020-10-12,sk
8850,1228,213084,2020-10-12,tg
8851,10252,656385,2020-10-12,tn
8852,316,28461,2020-10-12,tr
8853,6394,436979,2020-10-12,up
8854,747,55051,2020-10-12,ut
8855,5622,294806,2020-10-12,wb
8856,55,4023,2020-10-13,an
8857,6256,758951,2020-10-13,ap
8858,24,12367,2020-10-13,ar
8859,826,195304,2020-10-13,as
8860,955,197535,2020-10-13,br
8861,192,13260,2020-10-13,ch
8862,1286,145247,2020-10-13,ct
8863,5809,311188,2020-10-13,dl
8864,2,3168,2020-10-13,dn_dd
8865,511,38674,2020-10-13,ga
8866,3574,152603,2020-10-13,gj
8867,251,17578,2020-10-13,hp
8868,1592,143221,2020-10-13,hr
8869,798,93035,2020-10-13,jh
8870,1333,84031,2020-10-13,jk
8871,10036,717915,2020-10-13,ka
8872,1025,295132,2020-10-13,kl
8873,64,5151,2020-10-13,la
8874,0,0,2020-10-13,ld
8875,40514,1535315,2020-10-13,mh
8876,64,7771,2020-10-13,ml
8877,93,13556,2020-10-13,mn
8878,2645,148298,2020-10-13,mp
8879,0,2202,2020-10-13,mz
8880,18,7240,2020-10-13,nl
8881,1040,254662,2020-10-13,or
8882,3860,124535,2020-10-13,pb
8883,565,31737,2020-10-13,py
8884,1665,161184,2020-10-13,rj
8885,57,3366,2020-10-13,sk
8886,1233,214792,2020-10-13,tg
8887,10314,661264,2020-10-13,tn
8888,317,28678,2020-10-13,tr
8889,6438,439161,2020-10-13,up
8890,762,55347,2020-10-13,ut
8891,5682,298389,2020-10-13,wb
8892,55,4036,2020-10-14,an
8893,6291,763573,2020-10-14,ap
8894,28,12561,2020-10-14,ar
8895,830,196786,2020-10-14,as
8896,961,198855,2020-10-14,br
8897,197,13331,2020-10-14,ch
8898,1306,147866,2020-10-14,ct
8899,5854,314224,2020-10-14,dl
8900,2,3168,2020-10-14,dn_dd
8901,514,39082,2020-10-14,ga
8902,3584,153761,2020-10-14,gj
8903,254,17762,2020-10-14,hp
8904,1601,144302,2020-10-14,hr
8905,805,93736,2020-10-14,jh
8906,1340,84708,2020-10-14,jk
8907,10123,726106,2020-10-14,ka
8908,1046,303896,2020-10-14,kl
8909,64,5238,2020-10-14,la
8910,0,0,2020-10-14,ld
8911,40701,1543837,2020-10-14,mh
8912,65,7838,2020-10-14,ml
8913,97,13793,2020-10-14,mn
8914,2671,149761,2020-10-14,mp
8915,0,2212,2020-10-14,mz
8916,19,7363,2020-10-14,nl
8917,1057,256937,2020-10-14,or
8918,3894,125211,2020-10-14,pb
8919,567,32004,2020-10-14,py
8920,1679,163219,2020-10-14,rj
8921,59,3417,2020-10-14,sk
8922,1241,216238,2020-10-14,tg
8923,10371,665930,2020-10-14,tn
8924,318,28859,2020-10-14,tr
8925,6466,442118,2020-10-14,up
8926,782,55641,2020-10-14,ut
8927,5744,302020,2020-10-14,wb
8928,55,4046,2020-10-15,an
8929,6319,767465,2020-10-15,ap
8930,29,12768,2020-10-15,ar
8931,834,198213,2020-10-15,as
8932,967,200103,2020-10-15,br
8933,199,13403,2020-10-15,ch
8934,1339,150696,2020-10-15,ct
8935,5898,317548,2020-10-15,dl
8936,2,3171,2020-10-15,dn_dd
8937,519,39438,2020-10-15,ga
8938,3595,154936,2020-10-15,gj
8939,255,18008,2020-10-15,hp
8940,1614,145507,2020-10-15,hr
8941,811,94369,2020-10-15,jh
8942,1352,85409,2020-10-15,jk
8943,10198,735371,2020-10-15,ka
8944,1066,310140,2020-10-15,kl
8945,64,5304,2020-10-15,la
8946,0,0,2020-10-15,ld
8947,40859,1554389,2020-10-15,mh
8948,70,7991,2020-10-15,ml
8949,103,14094,2020-10-15,mn
8950,2686,155276,2020-10-15,mp
8951,0,2220,2020-10-15,mz
8952,22,7416,2020-10-15,nl
8953,1062,259541,2020-10-15,or
8954,3925,125760,2020-10-15,pb
8955,568,32245,2020-10-15,py
8956,1694,165240,2020-10-15,rj
8957,59,3459,2020-10-15,sk
8958,1249,217670,2020-10-15,tg
8959,10423,670392,2020-10-15,tn
8960,319,29031,2020-10-15,tr
8961,6507,444711,2020-10-15,up
8962,796,56070,2020-10-15,ut
8963,5808,305697,2020-10-15,wb
8964,55,4062,2020-10-16,an
8965,6357,771503,2020-10-16,ap
8966,30,12971,2020-10-16,ar
8967,843,198982,2020-10-16,as
8968,972,201196,2020-10-16,br
8969,201,13477,2020-10-16,ch
8970,1385,153515,2020-10-16,ct
8971,5924,321031,2020-10-16,dl
8972,2,3172,2020-10-16,dn_dd
8973,525,39770,2020-10-16,ga
8974,3606,156121,2020-10-16,gj
8975,260,18303,2020-10-16,hp
8976,1623,146706,2020-10-16,hr
8977,820,94952,2020-10-16,jh
8978,1358,86057,2020-10-16,jk
8979,10283,743848,2020-10-16,ka
8980,1089,317929,2020-10-16,kl
8981,65,5393,2020-10-16,la
8982,0,0,2020-10-16,ld
8983,41196,1564615,2020-10-16,mh
8984,73,8164,2020-10-16,ml
8985,104,14378,2020-10-16,mn
8986,2710,156584,2020-10-16,mp
8987,0,2229,2020-10-16,mz
8988,22,7492,2020-10-16,nl
8989,1089,262011,2020-10-16,or
8990,3954,126230,2020-10-16,pb
8991,570,32486,2020-10-16,py
8992,1708,167279,2020-10-16,rj
8993,59,3500,2020-10-16,sk
8994,1256,219224,2020-10-16,tg
8995,10472,674802,2020-10-16,tn
8996,323,29193,2020-10-16,tr
8997,6543,447383,2020-10-16,up
8998,814,56493,2020-10-16,ut
8999,5870,309417,2020-10-16,wb
9000,56,4072,2020-10-17,an
9001,6382,775470,2020-10-17,ap
9002,30,13169,2020-10-17,ar
9003,853,199749,2020-10-17,as
9004,981,202290,2020-10-17,br
9005,206,13532,2020-10-17,ch
9006,1425,155987,2020-10-17,ct
9007,5946,324459,2020-10-17,dl
9008,2,3177,2020-10-17,dn_dd
9009,531,40091,2020-10-17,ga
9010,3617,157312,2020-10-17,gj
9011,262,18522,2020-10-17,hp
9012,1634,147933,2020-10-17,hr
9013,824,95425,2020-10-17,jh
9014,1366,86754,2020-10-17,jk
9015,10356,751390,2020-10-17,ka
9016,1113,325212,2020-10-17,kl
9017,65,5441,2020-10-17,la
9018,0,0,2020-10-17,ld
9019,41502,1576062,2020-10-17,mh
9020,75,8303,2020-10-17,ml
9021,109,14715,2020-10-17,mn
9022,2735,157936,2020-10-17,mp
9023,0,2245,2020-10-17,mz
9024,22,7604,2020-10-17,nl
9025,1104,264149,2020-10-17,or
9026,3980,126737,2020-10-17,pb
9027,571,32766,2020-10-17,py
9028,1723,169289,2020-10-17,rj
9029,59,3531,2020-10-17,sk
9030,1265,220675,2020-10-17,tg
9031,10529,679191,2020-10-17,tn
9032,326,29327,2020-10-17,tr
9033,6589,449935,2020-10-17,up
9034,829,57042,2020-10-17,ut
9035,5931,313188,2020-10-17,wb
9036,56,4083,2020-10-18,an
9037,6406,779146,2020-10-18,ap
9038,30,13348,2020-10-18,ar
9039,865,200391,2020-10-18,as
9040,990,203457,2020-10-18,br
9041,207,13582,2020-10-18,ch
9042,1439,158502,2020-10-18,ct
9043,5981,327718,2020-10-18,dl
9044,2,3180,2020-10-18,dn_dd
9045,538,40400,2020-10-18,ga
9046,3626,158473,2020-10-18,gj
9047,265,18797,2020-10-18,hp
9048,1640,149081,2020-10-18,hr
9049,832,95967,2020-10-18,jh
9050,1372,87364,2020-10-18,jk
9051,10427,758574,2020-10-18,ka
9052,1139,334228,2020-10-18,kl
9053,66,5534,2020-10-18,la
9054,0,0,2020-10-18,ld
9055,41965,1586321,2020-10-18,mh
9056,75,8404,2020-10-18,ml
9057,111,15141,2020-10-18,mn
9058,2753,159158,2020-10-18,mp
9059,0,2253,2020-10-18,mz
9060,27,7698,2020-10-18,nl
9061,1121,266345,2020-10-18,or
9062,3999,127154,2020-10-18,pb
9063,574,32978,2020-10-18,py
9064,1735,171281,2020-10-18,rj
9065,59,3567,2020-10-18,sk
