,confirmed_death,confirmed_cases,date,state
2421,283,6430,2020-04-24,mh
2422,1,12,2020-04-24,ml
2423,0,2,2020-04-24,mn
2424,83,1699,2020-04-24,mp
2425,0,1,2020-04-24,mz
2426,1,90,2020-04-24,or
2427,16,277,2020-04-24,pb
2428,0,7,2020-04-24,py
2429,27,1964,2020-04-24,rj
2430,24,960,2020-04-24,tg
2431,20,1683,2020-04-24,tn
2432,0,2,2020-04-24,tr
2433,24,1510,2020-04-24,up
2434,0,47,2020-04-24,ut
2435,15,514,2020-04-24,wb
2436,0,22,2020-04-24,an
2437,29,955,2020-04-24,ap
2438,0,1,2020-04-24,ar
2439,1,36,2020-04-24,as
2440,2,176,2020-04-24,br
2441,0,27,2020-04-24,ch
2442,0,36,2020-04-24,ct
2443,50,2376,2020-04-24,dl
2444,0,7,2020-04-24,ga
2445,112,2624,2020-04-24,gj
2446,1,40,2020-04-24,hp
2447,3,272,2020-04-24,hr
2448,3,55,2020-04-24,jh
2449,5,427,2020-04-24,jk
2450,18,463,2020-04-24,ka
2451,3,448,2020-04-24,kl
2452,0,18,2020-04-24,la
2453,283,6430,2020-04-24,mh
2454,1,12,2020-04-24,ml
2455,0,2,2020-04-24,mn
2456,83,1852,2020-04-24,mp
2457,0,1,2020-04-24,mz
2458,1,90,2020-04-24,or
2459,16,277,2020-04-24,pb
2460,0,7,2020-04-24,py
2461,27,1964,2020-04-24,rj
2462,26,984,2020-04-24,tg
2463,20,1683,2020-04-24,tn
2464,0,2,2020-04-24,tr
2465,24,1604,2020-04-24,up
2466,0,47,2020-04-24,ut
2467,15,514,2020-04-24,wb
2468,0,27,2020-04-25,an
2469,29,955,2020-04-25,ap
2470,0,1,2020-04-25,ar
2471,1,36,2020-04-25,as
2472,2,223,2020-04-25,br
2473,0,27,2020-04-25,ch
2474,0,36,2020-04-25,ct
2475,53,2514,2020-04-25,dl
2476,0,7,2020-04-25,ga
2477,127,2815,2020-04-25,gj
2478,1,40,2020-04-25,hp
2479,3,272,2020-04-25,hr
2480,3,57,2020-04-25,jh
2481,5,454,2020-04-25,jk
2482,18,474,2020-04-25,ka
2483,3,450,2020-04-25,kl
2484,0,20,2020-04-25,la
2485,301,6817,2020-04-25,mh
2486,1,12,2020-04-25,ml
2487,0,2,2020-04-25,mn
2488,92,1852,2020-04-25,mp
2489,0,1,2020-04-25,mz
2490,1,94,2020-04-25,or
2491,17,298,2020-04-25,pb
2492,0,7,2020-04-25,py
2493,27,2034,2020-04-25,rj
2494,26,984,2020-04-25,tg
2495,22,1755,2020-04-25,tn
2496,0,2,2020-04-25,tr
2497,25,1621,2020-04-25,up
2498,0,48,2020-04-25,ut
2499,18,571,2020-04-25,wb
2500,0,27,2020-04-25,an
2501,31,1061,2020-04-25,ap
2502,0,1,2020-04-25,ar
2503,1,36,2020-04-25,as
2504,2,228,2020-04-25,br
2505,0,28,2020-04-25,ch
2506,0,36,2020-04-25,ct
2507,53,2514,2020-04-25,dl
2508,0,7,2020-04-25,ga
2509,127,2815,2020-04-25,gj
2510,1,40,2020-04-25,hp
2511,3,272,2020-04-25,hr
2512,3,59,2020-04-25,jh
2513,5,454,2020-04-25,jk
2514,18,489,2020-04-25,ka
2515,4,451,2020-04-25,kl
2516,0,20,2020-04-25,la
2517,301,6817,2020-04-25,mh
2518,1,12,2020-04-25,ml
2519,0,2,2020-04-25,mn
2520,92,1952,2020-04-25,mp
2521,0,1,2020-04-25,mz
2522,1,94,2020-04-25,or
2523,17,298,2020-04-25,pb
2524,0,7,2020-04-25,py
2525,27,2034,2020-04-25,rj
2526,26,984,2020-04-25,tg
2527,22,1755,2020-04-25,tn
2528,0,2,2020-04-25,tr
2529,26,1778,2020-04-25,up
2530,0,48,2020-04-25,ut
2531,18,571,2020-04-25,wb
2532,0,33,2020-04-26,an
2533,31,1061,2020-04-26,ap
2534,0,1,2020-04-26,ar
2535,1,36,2020-04-26,as
2536,2,243,2020-04-26,br
2537,0,28,2020-04-26,ch
2538,0,37,2020-04-26,ct
2539,54,2625,2020-04-26,dl
2540,0,7,2020-04-26,ga
2541,133,3071,2020-04-26,gj
2542,1,40,2020-04-26,hp
2543,3,289,2020-04-26,hr
2544,3,67,2020-04-26,jh
2545,6,494,2020-04-26,jk
2546,18,500,2020-04-26,ka
2547,4,457,2020-04-26,kl
2548,0,20,2020-04-26,la
2549,323,7628,2020-04-26,mh
2550,1,12,2020-04-26,ml
2551,0,2,2020-04-26,mn
2552,99,2096,2020-04-26,mp
2553,0,1,2020-04-26,mz
2554,1,94,2020-04-26,or
2555,17,298,2020-04-26,pb
2556,0,7,2020-04-26,py
2557,33,2083,2020-04-26,rj
2558,26,991,2020-04-26,tg
2559,23,1821,2020-04-26,tn
2560,0,2,2020-04-26,tr
2561,27,1793,2020-04-26,up
2562,0,48,2020-04-26,ut
2563,18,611,2020-04-26,wb
2564,0,33,2020-04-26,an
2565,31,1097,2020-04-26,ap
2566,0,1,2020-04-26,ar
2567,1,36,2020-04-26,as
2568,2,251,2020-04-26,br
2569,0,30,2020-04-26,ch
2570,0,37,2020-04-26,ct
2571,54,2625,2020-04-26,dl
2572,0,7,2020-04-26,ga
2573,133,3071,2020-04-26,gj
2574,1,40,2020-04-26,hp
2575,3,289,2020-04-26,hr
2576,3,67,2020-04-26,jh
2577,6,494,2020-04-26,jk
2578,18,501,2020-04-26,ka
2579,4,458,2020-04-26,kl
2580,0,20,2020-04-26,la
2581,323,7628,2020-04-26,mh
2582,1,12,2020-04-26,ml
2583,0,2,2020-04-26,mn
2584,99,2096,2020-04-26,mp
2585,0,1,2020-04-26,mz
2586,1,103,2020-04-26,or
2587,17,298,2020-04-26,pb
2588,0,7,2020-04-26,py
2589,33,2083,2020-04-26,rj
2590,26,991,2020-04-26,tg
2591,23,1821,2020-04-26,tn
2592,0,2,2020-04-26,tr
2593,29,1843,2020-04-26,up
2594,0,50,2020-04-26,ut
2595,18,611,2020-04-26,wb
2596,0,33,2020-04-27,an
2597,31,1097,2020-04-27,ap
2598,0,1,2020-04-27,ar
2599,1,36,2020-04-27,as
2600,2,274,2020-04-27,br
2601,0,30,2020-04-27,ch
2602,0,37,2020-04-27,ct
2603,54,2918,2020-04-27,dl
2604,0,7,2020-04-27,ga
2605,151,3301,2020-04-27,gj
2606,1,40,2020-04-27,hp
2607,3,289,2020-04-27,hr
2608,3,82,2020-04-27,jh
2609,6,523,2020-04-27,jk
2610,19,503,2020-04-27,ka
2611,4,458,2020-04-27,kl
2612,0,20,2020-04-27,la
2613,342,8068,2020-04-27,mh
2614,1,12,2020-04-27,ml
2615,0,2,2020-04-27,mn
2616,103,2096,2020-04-27,mp
2617,0,1,2020-04-27,mz
2618,1,103,2020-04-27,or
2619,18,313,2020-04-27,pb
2620,0,7,2020-04-27,py
2621,33,2185,2020-04-27,rj
2622,26,1002,2020-04-27,tg
2623,24,1885,2020-04-27,tn
2624,0,2,2020-04-27,tr
2625,29,1868,2020-04-27,up
2626,0,50,2020-04-27,ut
2627,20,649,2020-04-27,wb
2628,0,33,2020-04-27,an
2629,31,1177,2020-04-27,ap
2630,0,1,2020-04-27,ar
2631,1,36,2020-04-27,as
2632,2,277,2020-04-27,br
2633,0,30,2020-04-27,ch
2634,0,37,2020-04-27,ct
2635,54,2918,2020-04-27,dl
2636,0,7,2020-04-27,ga
2637,151,3301,2020-04-27,gj
2638,1,40,2020-04-27,hp
2639,3,289,2020-04-27,hr
2640,3,82,2020-04-27,jh
2641,6,523,2020-04-27,jk
2642,20,511,2020-04-27,ka
2643,4,469,2020-04-27,kl
2644,0,20,2020-04-27,la
2645,342,8068,2020-04-27,mh
2646,1,12,2020-04-27,ml
2647,0,2,2020-04-27,mn
2648,106,2168,2020-04-27,mp
2649,0,1,2020-04-27,mz
2650,1,108,2020-04-27,or
2651,18,313,2020-04-27,pb
2652,0,8,2020-04-27,py
2653,41,2185,2020-04-27,rj
2654,26,1002,2020-04-27,tg
2655,24,1885,2020-04-27,tn
2656,0,2,2020-04-27,tr
2657,31,1955,2020-04-27,up
2658,0,51,2020-04-27,ut
2659,20,649,2020-04-27,wb
2660,0,33,2020-04-28,an
2661,31,1183,2020-04-28,ap
2662,0,1,2020-04-28,ar
2663,1,36,2020-04-28,as
2664,2,345,2020-04-28,br
2665,0,40,2020-04-28,ch
2666,0,37,2020-04-28,ct
2667,54,3108,2020-04-28,dl
2668,0,7,2020-04-28,ga
2669,162,3548,2020-04-28,gj
2670,1,40,2020-04-28,hp
2671,3,296,2020-04-28,hr
2672,3,82,2020-04-28,jh
2673,7,546,2020-04-28,jk
2674,20,512,2020-04-28,ka
2675,4,481,2020-04-28,kl
2676,0,20,2020-04-28,la
2677,369,8590,2020-04-28,mh
2678,1,12,2020-04-28,ml
2679,0,2,2020-04-28,mn
2680,110,2168,2020-04-28,mp
2681,0,1,2020-04-28,mz
2682,1,118,2020-04-28,or
2683,18,313,2020-04-28,pb
2684,0,8,2020-04-28,py
2685,46,2262,2020-04-28,rj
2686,26,1004,2020-04-28,tg
2687,24,1937,2020-04-28,tn
2688,0,2,2020-04-28,tr
2689,31,1955,2020-04-28,up
2690,0,51,2020-04-28,ut
2691,20,697,2020-04-28,wb
2692,0,33,2020-04-28,an
2693,31,1259,2020-04-28,ap
2694,0,1,2020-04-28,ar
2695,1,38,2020-04-28,as
2696,2,346,2020-04-28,br
2697,0,40,2020-04-28,ch
2698,0,37,2020-04-28,ct
2699,54,3108,2020-04-28,dl
2700,0,7,2020-04-28,ga
2701,162,3548,2020-04-28,gj
2702,1,40,2020-04-28,hp
2703,3,296,2020-04-28,hr
2704,3,103,2020-04-28,jh
2705,7,546,2020-04-28,jk
2706,20,520,2020-04-28,ka
2707,4,482,2020-04-28,kl
2708,0,22,2020-04-28,la
2709,369,8590,2020-04-28,mh
2710,1,12,2020-04-28,ml
2711,0,2,2020-04-28,mn
2712,113,2368,2020-04-28,mp
2713,0,1,2020-04-28,mz
2714,1,118,2020-04-28,or
2715,18,313,2020-04-28,pb
2716,0,8,2020-04-28,py
2717,46,2262,2020-04-28,rj
2718,26,1004,2020-04-28,tg
2719,24,1937,2020-04-28,tn
2720,0,2,2020-04-28,tr
2721,31,2043,2020-04-28,up
2722,0,51,2020-04-28,ut
2723,20,697,2020-04-28,wb
2724,0,33,2020-04-29,an
2725,31,1259,2020-04-29,ap
2726,0,1,2020-04-29,ar
2727,1,38,2020-04-29,as
2728,2,366,2020-04-29,br
2729,0,56,2020-04-29,ch
2730,0,38,2020-04-29,ct
2731,54,3314,2020-04-29,dl
2732,0,7,2020-04-29,ga
2733,181,3744,2020-04-29,gj
2734,1,40,2020-04-29,hp
2735,3,310,2020-04-29,hr
2736,3,103,2020-04-29,jh
2737,8,565,2020-04-29,jk
2738,20,523,2020-04-29,ka
2739,4,485,2020-04-29,kl
2740,0,22,2020-04-29,la
2741,400,9318,2020-04-29,mh
2742,1,12,2020-04-29,ml
2743,0,2,2020-04-29,mn
2744,120,2387,2020-04-29,mp
2745,0,1,2020-04-29,mz
2746,1,118,2020-04-29,or
2747,19,322,2020-04-29,pb
2748,0,8,2020-04-29,py
2749,51,2364,2020-04-29,rj
2750,26,1004,2020-04-29,tg
2751,25,2058,2020-04-29,tn
2752,0,2,2020-04-29,tr
2753,34,2053,2020-04-29,up
2754,0,54,2020-04-29,ut
2755,22,725,2020-04-29,wb
2756,0,33,2020-04-29,an
2757,31,1332,2020-04-29,ap
2758,0,1,2020-04-29,ar
2759,1,38,2020-04-29,as
2760,2,383,2020-04-29,br
2761,0,56,2020-04-29,ch
2762,0,38,2020-04-29,ct
2763,54,3314,2020-04-29,dl
2764,0,7,2020-04-29,ga
2765,181,3774,2020-04-29,gj
2766,1,40,2020-04-29,hp
2767,3,310,2020-04-29,hr
2768,3,105,2020-04-29,jh
2769,8,565,2020-04-29,jk
2770,20,532,2020-04-29,ka
2771,4,486,2020-04-29,kl
2772,0,22,2020-04-29,la
2773,400,9318,2020-04-29,mh
2774,1,12,2020-04-29,ml
2775,0,2,2020-04-29,mn
2776,119,2561,2020-04-29,mp
2777,0,1,2020-04-29,mz
2778,1,119,2020-04-29,or
2779,19,322,2020-04-29,pb
2780,0,8,2020-04-29,py
2781,51,2364,2020-04-29,rj
2782,26,1012,2020-04-29,tg
2783,25,2058,2020-04-29,tn
2784,0,2,2020-04-29,tr
2785,36,2115,2020-04-29,up
2786,0,54,2020-04-29,ut
2787,22,725,2020-04-29,wb
2788,0,33,2020-04-30,an
2789,31,1332,2020-04-30,ap
2790,0,1,2020-04-30,ar
2791,1,38,2020-04-30,as
2792,2,392,2020-04-30,br
2793,0,56,2020-04-30,ch
2794,0,38,2020-04-30,ct
2795,56,3439,2020-04-30,dl
2796,0,7,2020-04-30,ga
2797,197,4082,2020-04-30,gj
2798,1,40,2020-04-30,hp
2799,3,310,2020-04-30,hr
2800,3,107,2020-04-30,jh
2801,8,581,2020-04-30,jk
2802,21,535,2020-04-30,ka
2803,4,495,2020-04-30,kl
2804,0,22,2020-04-30,la
2805,432,9915,2020-04-30,mh
2806,1,12,2020-04-30,ml
2807,0,2,2020-04-30,mn
2808,129,2561,2020-04-30,mp
2809,0,1,2020-04-30,mz
2810,1,125,2020-04-30,or
2811,19,357,2020-04-30,pb
2812,0,8,2020-04-30,py
2813,51,2438,2020-04-30,rj
2814,26,1012,2020-04-30,tg
2815,27,2162,2020-04-30,tn
2816,0,2,2020-04-30,tr
2817,39,2134,2020-04-30,up
2818,0,55,2020-04-30,ut
2819,22,758,2020-04-30,wb
2820,0,33,2020-04-30,an
2821,31,1403,2020-04-30,ap
2822,0,1,2020-04-30,ar
2823,1,42,2020-04-30,as
2824,2,403,2020-04-30,br
2825,0,56,2020-04-30,ch
2826,0,38,2020-04-30,ct
2827,56,3439,2020-04-30,dl
2828,0,7,2020-04-30,ga
2829,197,4082,2020-04-30,gj
2830,1,40,2020-04-30,hp
2831,3,310,2020-04-30,hr
2832,3,107,2020-04-30,jh
2833,8,581,2020-04-30,jk
2834,21,557,2020-04-30,ka
2835,4,496,2020-04-30,kl
2836,0,22,2020-04-30,la
2837,432,9915,2020-04-30,mh
2838,1,12,2020-04-30,ml
2839,0,2,2020-04-30,mn
2840,130,2660,2020-04-30,mp
2841,0,1,2020-04-30,mz
2842,1,128,2020-04-30,or
2843,19,357,2020-04-30,pb
2844,0,8,2020-04-30,py
2845,51,2438,2020-04-30,rj
2846,26,1012,2020-04-30,tg
2847,27,2162,2020-04-30,tn
2848,0,2,2020-04-30,tr
2849,39,2203,2020-04-30,up
2850,0,55,2020-04-30,ut
2851,22,758,2020-04-30,wb
2852,0,33,2020-05-01,an
2853,31,1403,2020-05-01,ap
2854,0,1,2020-05-01,ar
2855,1,42,2020-05-01,as
2856,2,418,2020-05-01,br
2857,0,56,2020-05-01,ch
2858,0,40,2020-05-01,ct
2859,59,3515,2020-05-01,dl
2860,0,7,2020-05-01,ga
2861,214,4395,2020-05-01,gj
2862,1,40,2020-05-01,hp
2863,3,313,2020-05-01,hr
2864,3,109,2020-05-01,jh
2865,8,614,2020-05-01,jk
2866,21,565,2020-05-01,ka
2867,4,497,2020-05-01,kl
2868,0,22,2020-05-01,la
2869,459,10498,2020-05-01,mh
2870,1,12,2020-05-01,ml
2871,0,2,2020-05-01,mn
2872,137,2660,2020-05-01,mp
2873,0,1,2020-05-01,mz
2874,1,142,2020-05-01,or
2875,19,357,2020-05-01,pb
2876,0,8,2020-05-01,py
2877,58,2584,2020-05-01,rj
2878,26,1038,2020-05-01,tg
2879,27,2323,2020-05-01,tn
2880,0,2,2020-05-01,tr
2881,39,2203,2020-05-01,up
2882,0,57,2020-05-01,ut
2883,33,795,2020-05-01,wb
2884,0,33,2020-05-01,an
2885,33,1463,2020-05-01,ap
2886,0,1,2020-05-01,ar
2887,1,42,2020-05-01,as
2888,2,426,2020-05-01,br
2889,0,56,2020-05-01,ch
2890,0,40,2020-05-01,ct
2891,59,3515,2020-05-01,dl
2892,0,7,2020-05-01,ga
2893,214,4395,2020-05-01,gj
2894,1,40,2020-05-01,hp
2895,3,313,2020-05-01,hr
2896,3,111,2020-05-01,jh
2897,8,614,2020-05-01,jk
2898,22,576,2020-05-01,ka
2899,4,497,2020-05-01,kl
2900,0,22,2020-05-01,la
2901,459,10498,2020-05-01,mh
2902,1,12,2020-05-01,ml
2903,0,2,2020-05-01,mn
2904,137,2719,2020-05-01,mp
2905,0,1,2020-05-01,mz
2906,1,143,2020-05-01,or
2907,19,357,2020-05-01,pb
2908,0,8,2020-05-01,py
2909,58,2584,2020-05-01,rj
2910,26,1039,2020-05-01,tg
2911,27,2323,2020-05-01,tn
2912,0,2,2020-05-01,tr
2913,41,2281,2020-05-01,up
2914,0,57,2020-05-01,ut
2915,33,795,2020-05-01,wb
2916,0,33,2020-05-02,an
2917,33,1463,2020-05-02,ap
2918,0,1,2020-05-02,ar
2919,1,43,2020-05-02,as
2920,3,471,2020-05-02,br
2921,0,88,2020-05-02,ch
2922,0,43,2020-05-02,ct
2923,61,3738,2020-05-02,dl
2924,0,7,2020-05-02,ga
2925,236,4721,2020-05-02,gj
2926,1,40,2020-05-02,hp
2927,4,360,2020-05-02,hr
2928,3,111,2020-05-02,jh
2929,8,639,2020-05-02,jk
2930,22,589,2020-05-02,ka
2931,4,497,2020-05-02,kl
2932,0,22,2020-05-02,la
2933,485,11506,2020-05-02,mh
2934,1,12,2020-05-02,ml
2935,0,2,2020-05-02,mn
2936,145,2719,2020-05-02,mp
2937,0,1,2020-05-02,mz
2938,1,149,2020-05-02,or
2939,19,480,2020-05-02,pb
2940,0,8,2020-05-02,py
2941,62,2666,2020-05-02,rj
2942,26,1039,2020-05-02,tg
2943,28,2526,2020-05-02,tn
2944,0,2,2020-05-02,tr
2945,42,2328,2020-05-02,up
2946,0,58,2020-05-02,ut
2947,33,795,2020-05-02,wb
2948,0,33,2020-05-02,an
2949,33,1525,2020-05-02,ap
2950,0,1,2020-05-02,ar
2951,1,43,2020-05-02,as
2952,3,471,2020-05-02,br
2953,0,88,2020-05-02,ch
2954,0,43,2020-05-02,ct
2955,61,3738,2020-05-02,dl
2956,0,7,2020-05-02,ga
2957,236,4721,2020-05-02,gj
2958,1,40,2020-05-02,hp
2959,4,360,2020-05-02,hr
2960,3,111,2020-05-02,jh
2961,8,639,2020-05-02,jk
2962,25,598,2020-05-02,ka
2963,4,498,2020-05-02,kl
2964,0,22,2020-05-02,la
2965,485,11506,2020-05-02,mh
2966,1,12,2020-05-02,ml
2967,0,2,2020-05-02,mn
2968,145,2719,2020-05-02,mp
2969,0,1,2020-05-02,mz
2970,1,154,2020-05-02,or
2971,20,772,2020-05-02,pb
2972,0,8,2020-05-02,py
2973,62,2666,2020-05-02,rj
2974,26,1057,2020-05-02,tg
2975,28,2526,2020-05-02,tn
2976,0,2,2020-05-02,tr
2977,43,2455,2020-05-02,up
2978,0,58,2020-05-02,ut
2979,33,795,2020-05-02,wb
2980,0,33,2020-05-03,an
2981,33,1525,2020-05-03,ap
2982,0,1,2020-05-03,ar
2983,1,43,2020-05-03,as
2984,4,481,2020-05-03,br
2985,0,88,2020-05-03,ch
2986,0,43,2020-05-03,ct
2987,64,4122,2020-05-03,dl
2988,0,7,2020-05-03,ga
2989,262,5054,2020-05-03,gj
2990,1,40,2020-05-03,hp
2991,4,360,2020-05-03,hr
2992,3,115,2020-05-03,jh
2993,8,666,2020-05-03,jk
2994,25,601,2020-05-03,ka
2995,4,499,2020-05-03,kl
2996,0,22,2020-05-03,la
2997,521,12296,2020-05-03,mh
2998,1,12,2020-05-03,ml
2999,0,2,2020-05-03,mn
3000,151,2846,2020-05-03,mp
3001,0,1,2020-05-03,mz
3002,1,157,2020-05-03,or
3003,20,772,2020-05-03,pb
3004,0,8,2020-05-03,py
3005,65,2770,2020-05-03,rj
3006,28,1063,2020-05-03,tg
3007,29,2757,2020-05-03,tn
3008,0,4,2020-05-03,tr
3009,43,2487,2020-05-03,up
3010,0,59,2020-05-03,ut
3011,33,922,2020-05-03,wb
3012,0,33,2020-05-03,an
3013,33,1583,2020-05-03,ap
3014,0,1,2020-05-03,ar
3015,1,43,2020-05-03,as
3016,4,482,2020-05-03,br
3017,0,94,2020-05-03,ch
3018,0,43,2020-05-03,ct
3019,64,4122,2020-05-03,dl
3020,0,7,2020-05-03,ga
3021,262,5055,2020-05-03,gj
3022,1,40,2020-05-03,hp
3023,4,394,2020-05-03,hr
3024,3,115,2020-05-03,jh
3025,8,666,2020-05-03,jk
3026,25,606,2020-05-03,ka
3027,4,500,2020-05-03,kl
3028,0,40,2020-05-03,la
3029,521,12296,2020-05-03,mh
3030,1,12,2020-05-03,ml
3031,0,2,2020-05-03,mn
3032,156,2846,2020-05-03,mp
3033,0,1,2020-05-03,mz
3034,1,160,2020-05-03,or
3035,20,772,2020-05-03,pb
3036,0,8,2020-05-03,py
3037,65,2772,2020-05-03,rj
3038,28,1063,2020-05-03,tg
3039,29,2757,2020-05-03,tn
3040,0,4,2020-05-03,tr
3041,43,2626,2020-05-03,up
3042,0,59,2020-05-03,ut
3043,33,922,2020-05-03,wb
3044,0,33,2020-05-04,an
3045,33,1583,2020-05-04,ap
3046,0,1,2020-05-04,ar
3047,1,43,2020-05-04,as
3048,4,503,2020-05-04,br
3049,0,94,2020-05-04,ch
3050,0,57,2020-05-04,ct
3051,64,4549,2020-05-04,dl
3052,0,7,2020-05-04,ga
3053,290,5428,2020-05-04,gj
3054,1,40,2020-05-04,hp
3055,5,442,2020-05-04,hr
3056,3,115,2020-05-04,jh
3057,8,701,2020-05-04,jk
3058,25,614,2020-05-04,ka
3059,4,500,2020-05-04,kl
3060,0,41,2020-05-04,la
3061,548,12974,2020-05-04,mh
3062,1,12,2020-05-04,ml
3063,0,2,2020-05-04,mn
3064,156,2846,2020-05-04,mp
3065,0,1,2020-05-04,mz
3066,1,162,2020-05-04,or
3067,21,1102,2020-05-04,pb
3068,0,8,2020-05-04,py
3069,71,2886,2020-05-04,rj
3070,29,1082,2020-05-04,tg
3071,30,3023,2020-05-04,tn
3072,0,16,2020-05-04,tr
3073,43,2645,2020-05-04,up
3074,0,60,2020-05-04,ut
3075,35,963,2020-05-04,wb
3076,0,33,2020-05-04,an
3077,36,1650,2020-05-04,ap
3078,0,1,2020-05-04,ar
3079,1,43,2020-05-04,as
3080,4,517,2020-05-04,br
3081,0,94,2020-05-04,ch
3082,0,57,2020-05-04,ct
3083,64,4549,2020-05-04,dl
3084,0,7,2020-05-04,ga
3085,290,5428,2020-05-04,gj
3086,1,40,2020-05-04,hp
3087,5,442,2020-05-04,hr
3088,3,115,2020-05-04,jh
3089,8,701,2020-05-04,jk
3090,26,642,2020-05-04,ka
3091,4,500,2020-05-04,kl
3092,0,41,2020-05-04,la
3093,548,12974,2020-05-04,mh
3094,1,12,2020-05-04,ml
3095,0,2,2020-05-04,mn
3096,165,2942,2020-05-04,mp
3097,0,1,2020-05-04,mz
3098,1,163,2020-05-04,or
3099,21,1102,2020-05-04,pb
3100,0,8,2020-05-04,py
3101,71,2886,2020-05-04,rj
3102,29,1082,2020-05-04,tg
3103,30,3023,2020-05-04,tn
3104,0,16,2020-05-04,tr
3105,45,2742,2020-05-04,up
3106,1,60,2020-05-04,ut
3107,35,963,2020-05-04,wb
3108,0,33,2020-05-05,an
3109,36,1650,2020-05-05,ap
3110,0,1,2020-05-05,ar
3111,1,43,2020-05-05,as
3112,4,528,2020-05-05,br
3113,1,102,2020-05-05,ch
3114,0,58,2020-05-05,ct
3115,64,4898,2020-05-05,dl
3116,0,7,2020-05-05,ga
3117,319,5804,2020-05-05,gj
3118,1,41,2020-05-05,hp
3119,6,517,2020-05-05,hr
3120,3,115,2020-05-05,jh
3121,8,726,2020-05-05,jk
3122,27,651,2020-05-05,ka
3123,4,500,2020-05-05,kl
3124,0,41,2020-05-05,la
3125,583,14541,2020-05-05,mh
3126,1,12,2020-05-05,ml
3127,0,2,2020-05-05,mn
3128,165,2942,2020-05-05,mp
3129,0,1,2020-05-05,mz
3130,1,169,2020-05-05,or
3131,23,1233,2020-05-05,pb
3132,0,8,2020-05-05,py
3133,77,3061,2020-05-05,rj
3134,29,1085,2020-05-05,tg
3135,31,3550,2020-05-05,tn
3136,0,29,2020-05-05,tr
3137,50,2766,2020-05-05,up
3138,1,60,2020-05-05,ut
3139,133,1259,2020-05-05,wb
3140,0,33,2020-05-05,an
3141,36,1717,2020-05-05,ap
3142,0,1,2020-05-05,ar
3143,1,43,2020-05-05,as
3144,4,529,2020-05-05,br
3145,1,102,2020-05-05,ch
3146,0,58,2020-05-05,ct
3147,64,4898,2020-05-05,dl
3148,0,7,2020-05-05,ga
3149,319,5804,2020-05-05,gj
3150,1,41,2020-05-05,hp
3151,6,517,2020-05-05,hr
3152,3,115,2020-05-05,jh
3153,8,726,2020-05-05,jk
3154,28,659,2020-05-05,ka
3155,4,500,2020-05-05,kl
3156,0,41,2020-05-05,la
3157,583,14541,2020-05-05,mh
3158,1,12,2020-05-05,ml
3159,0,2,2020-05-05,mn
3160,176,3049,2020-05-05,mp
3161,0,1,2020-05-05,mz
3162,1,170,2020-05-05,or
3163,23,1233,2020-05-05,pb
3164,0,9,2020-05-05,py
3165,77,3061,2020-05-05,rj
3166,29,1085,2020-05-05,tg
3167,31,3550,2020-05-05,tn
3168,0,29,2020-05-05,tr
3169,53,2859,2020-05-05,up
3170,1,60,2020-05-05,ut
3171,133,1259,2020-05-05,wb
3172,0,33,2020-05-06,an
3173,36,1717,2020-05-06,ap
3174,0,1,2020-05-06,ar
3175,1,43,2020-05-06,as
3176,4,536,2020-05-06,br
3177,1,111,2020-05-06,ch
3178,0,59,2020-05-06,ct
3179,64,5104,2020-05-06,dl
3180,0,1,2020-05-06,dn
3181,0,7,2020-05-06,ga
3182,368,6245,2020-05-06,gj
3183,2,42,2020-05-06,hp
3184,6,548,2020-05-06,hr
3185,3,125,2020-05-06,jh
3186,8,741,2020-05-06,jk
3187,29,671,2020-05-06,ka
3188,4,502,2020-05-06,kl
3189,0,41,2020-05-06,la
3190,617,15525,2020-05-06,mh
3191,1,12,2020-05-06,ml
3192,0,2,2020-05-06,mn
3193,176,3049,2020-05-06,mp
3194,0,1,2020-05-06,mz
3195,1,175,2020-05-06,or
3196,25,1451,2020-05-06,pb
3197,0,9,2020-05-06,py
3198,89,3158,2020-05-06,rj
3199,29,1096,2020-05-06,tg
3200,33,4058,2020-05-06,tn
3201,0,43,2020-05-06,tr
3202,56,2880,2020-05-06,up
3203,1,61,2020-05-06,ut
3204,140,1344,2020-05-06,wb
3205,0,33,2020-05-07,an
3206,36,1777,2020-05-07,ap
3207,0,1,2020-05-07,ar
3208,1,45,2020-05-07,as
3209,4,542,2020-05-07,br
3210,1,120,2020-05-07,ch
3211,0,59,2020-05-07,ct
3212,65,5532,2020-05-07,dl
3213,0,1,2020-05-07,dn
3214,0,7,2020-05-07,ga
3215,396,6625,2020-05-07,gj
3216,2,45,2020-05-07,hp
3217,7,594,2020-05-07,hr
3218,3,127,2020-05-07,jh
3219,8,775,2020-05-07,jk
3220,29,693,2020-05-07,ka
3221,4,503,2020-05-07,kl
3222,0,41,2020-05-07,la
3223,651,16758,2020-05-07,mh
3224,1,12,2020-05-07,ml
3225,0,2,2020-05-07,mn
3226,185,3138,2020-05-07,mp
3227,0,1,2020-05-07,mz
3228,2,185,2020-05-07,or
3229,27,1516,2020-05-07,pb
3230,0,9,2020-05-07,py
3231,92,3317,2020-05-07,rj
3232,29,1107,2020-05-07,tg
3233,35,4829,2020-05-07,tn
3234,0,43,2020-05-07,tr
3235,60,2998,2020-05-07,up
3236,1,61,2020-05-07,ut
3237,144,1456,2020-05-07,wb
3238,0,33,2020-05-08,an
3239,38,1847,2020-05-08,ap
