beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
16.06714884982723,0.2,0.1,0.1504784297181373,0.2,0.06143918003687148,0.5,0.016800844903175637,0.06007760126951826,0.02032391971772317,0.8832907950736099,1.0611842721058502,0.6498056959792641,0.04615111147893128,0.9500000000000001,0.2458065627982342,10.721814579814216,0.24376319156849113,0.9895043390596379,0.9624442233573693,0.9976255339349821
