beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,k,k2,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
99.99999764875272,0.2038670146942912,0.8399476466191962,0.04,0.16300055497859386,0.0477403074586413,0.4999949952075457,0.01418535506648859,0.08481210631170169,1.1112748984327196,1.9999780462970158,0.005645594632003732,0.03334637526913556,4.999981016685502,0.9600000000000002,0.00030023036167508546,0.002759934111354582,0.010810419636533442,0.9987724523420867,0.9625776725116559,2021-03-27
