beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
18.047541651348077,0.2,0.3749583987846243,0.19205168348832205,0.2,0.04,0.5,0.03985439281434274,0.17225331167934316,0.05706836600611271,0.8245227305580423,0.7095234719886734,0.6882469387771408,0.05,0.9700000000000001,0.34397966966692634,2.21509703981073,0.26249152721878277,0.9727750925494436,0.8417168855340694,0.9941037647187033
