beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,k,k2,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
27.767074536073537,0.20643040295451406,0.4424179988105024,0.04721282903690246,0.1996360041443332,0.04300077887169506,0.49997400968223005,0.03449390144838184,0.15740138462044131,0.4627218810734019,0.874998240351896,0.0090945915544905,0.025639121645458212,2.639626448498574,0.8400000000000001,0.0007455739506263519,0.0017662768344045288,0.0032235869193993835,0.9997592676830301,0.9967556945718377,2021-03-25
