beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
24.848006646366144,0.2,0.477923528039493,0.2,0.2,0.04,0.41218275145261063,0.030703637120093573,0.0852451014969995,0.07142857142857142,1.3655588705510149,0.32096184934466215,1.0651265110027919,0.05,0.9900000000000001,0.39393835564547874,1.4817022338078685,0.20303860664098958,0.9822035730725266,0.8436075144726642,0.9958794597741881
