beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
21.92951304506779,0.20000270052473232,0.10000198593655887,0.2,0.19991113637653463,0.1857691296609261,0.3045304368923834,0.009020787706914283,0.18111265094717782,0.0589827360625596,0.03335438499935847,0.5225941996256753,0.8400000000000001,0.00029003127095257353,0.009409950543016786,0.011441311489802196,0.9996318180683009,0.9998156978572245,2021-03-15
