beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,k,k2,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
9.801604128936837,0.2726166383914713,0.892125285096788,0.13290473721596635,0.09049109458562316,0.19099051281656396,0.48334838711830574,0.010006658869834222,0.09459376732231872,0.8699293228445703,0.5933888817465182,0.0355989971066183,0.03679380381467567,1.9108570176052997,0.8400000000000001,0.0016143923730450032,0.00393940221914674,0.010675435038624231,0.9995684299519092,0.9960203035460885,2021-03-23
