beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
17.44274289409162,0.27593191726214555,0.10000242217513315,0.06821117633666532,0.06883916005345828,0.17778194436059283,0.49997410093209127,0.008222796353577944,0.06584458426633052,0.024187817862872277,0.07116642204498991,0.6349050032813768,0.8,0.0011411467352624703,0.004163319286612826,0.003969022764338186,0.9998281129761653,0.9994657081099352,2021-03-17
