beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
36.05932066,0.2,0.374297252,0.04,0.2,0.04,0.037398218,0.026540821,0.127901982,0.044739318,0.611557308,0.147740588,0.697206056,0.05,0.98,0.596372427,4.549159184,0.187075118,0.965145411,0.989273024,0.999052288
