beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
39.24126846724834,0.2000000721032316,0.5622621111730791,0.18189673975681267,0.2,0.2,0.18857719234605233,0.003290316982400315,0.14442396262525445,0.028068195398476582,0.033378661854439835,0.5732840120446885,0.8200000000000001,0.000466291101516905,0.005150874876318173,0.009810266917293113,0.9998522130034412,0.9985330879144109,2021-03-19
