beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,k,k2,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
99.99999996103439,0.23619696677806856,0.7024332762889361,0.2,0.2,0.18982098080817103,0.5,0.005003593482494059,0.1278819433204641,2.0,0.10000034088252269,0.0074335231305360525,0.026049446066168942,4.999995195371678,0.9100000000000001,1.4110066498219575e-05,0.016887221275225295,0.14378585944295807,0.996296887979906,0.7878846154540482,2021-03-24
