beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
18.90249710132669,0.2,0.4312345825969537,0.2,0.2,0.04,0.49662469227191086,0.0409026337923328,0.15033947447827617,0.01675277577679722,0.3507488790697548,1.2593459351848197,0.3961403676618892,0.0484354733801865,0.9600000000000001,0.18454745583315996,3.7386201440141362,0.19818369275046893,0.9872366919980892,0.9576579110712236,0.9963287404943963
