beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,k,k2,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
34.8037129215045,0.2002022239167547,0.5485377056454308,0.07142763429334952,0.1995376925081197,0.16024473860377256,0.35169565009015186,0.031470370582074185,0.07011081708519785,0.8055495403700244,0.5950820099113834,0.006923025861167346,0.07142688649909872,3.1933024024414673,0.9400000000000002,0.0013225522501850856,0.0009987261848835131,0.0018836166497351726,0.999541027223719,0.9986936844149078,2021-03-26
