beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,k,k2,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
10.646848948512575,0.2764581913939441,0.3659596445988385,0.0424898599252604,0.16894767708654762,0.15601993901779235,0.07029227199610688,0.001149053030027243,0.16994919077590076,1.3473759516064474,1.5612196368731384,0.03244432151435072,0.03654658415731296,3.601130809692916,0.8300000000000001,0.005909858491852297,0.003577991030875907,0.005122694337555169,0.9992123388818458,0.9643255410880263,2021-03-18
