beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
1.3187276757907933,0.20000015014026915,0.7597129798583909,0.13174816283271565,0.2,0.04034945069293925,0.4085366406194459,0.029318576158253184,0.03262163018542183,0.3859903460290884,0.03333333333333333,0.8403461009338864,0.9800000000000002,0.00023724979887711187,0.003846963905736739,0.015074326331928876,0.999414485672327,0.9959102312685902,2021-03-27
