beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
100.0,0.3,0.3930087882538504,0.04,0.2,0.04,0.015739251513020962,0.016158508569675205,0.0548732697069717,0.02594142844082486,3.2355662252378483,0.1,0.9043077792634612,0.014180269756354153,0.9900000000000001,0.2705697001637672,5.837536023088472,0.21673830561587237,0.9342062654071054,0.8493589774891728,0.9933546941419304
