beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
62.960287540362096,0.3,0.38379736596183145,0.04,0.2,0.04,0.030854282760009885,0.021736280054184258,0.10606717140257099,0.03529911897922361,3.198421942686049,0.1913050676061111,0.8678886922841631,0.03120352507842576,0.9900000000000001,0.1538880286217473,16.276975700432484,0.20411070802160622,0.9942285984150084,0.972047290598834,0.9955757681081957
