beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,k,k2,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
2.433999104753964,0.29999991097119516,0.8992054291791958,0.19751557114761623,0.04,0.15017962309944022,0.11934471614315373,0.0022649601378114843,0.16290112812330373,1.1003394556257076,2.0,0.052069742731256335,0.06988344484860042,4.854301879421704,0.9700000000000002,0.008570223186399622,0.004101031643599091,0.014247323539448055,0.9971103207839939,0.9839697406186956,2021-03-25
