beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
47.007195595051655,0.2,0.7676423336301813,0.04,0.2,0.04,0.032833409669155086,0.025568965809765577,0.05974934645158434,0.056951645594812784,3.7419528076120656,0.2733548155981036,0.955910945693153,0.03254323728884046,0.9900000000000001,0.21397079164091726,3.0450486710337876,0.2714244239026983,0.9967587607869901,0.979957703385291,0.9990695667354935
