beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,k,k2,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
3.448785420462207,0.2028497619780259,0.8482381098991643,0.13789857259912428,0.19910207691947868,0.06757522014850907,0.33821546394664714,0.001417561517801957,0.1662306945185721,1.2825855850265906,0.9620214326166211,0.020769947851396426,0.05897423402515252,4.956871522450327,0.8200000000000001,0.014077931117381598,0.0020636649382053006,0.0017120121604015397,0.9997876708481389,0.9977487542036909,2021-03-17
