beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,k,k2,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
1.076696335331927,0.20000003349912318,0.9,0.043652107797184064,0.1763971005095585,0.0761271099685008,0.2040402005288491,0.04589136386113221,0.17779993562728436,0.49812045641871355,0.9650644762970785,0.21804470672123313,0.035293867344176263,0.4099836805254684,0.9100000000000001,2.7940189394908624e-05,0.009747064432836237,0.025112054455197663,0.992386564006368,0.9434875690903609,2021-03-26
