beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
67.85284225657416,0.2,0.45966402002503187,0.04,0.2,0.04,0.012751384725277037,0.046206399694621245,0.19642679950606567,0.03166142226900957,1.7302314691136602,0.1,0.7848902129265805,0.021902924566516702,0.9900000000000001,0.22142589889482717,3.210001648434619,0.21391332221576764,0.9680619471745503,0.8761150694984268,0.986231463075959
