beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
22.987962515899486,0.2,0.10000008939474403,0.19971152033340941,0.1997034439183017,0.19999974482379196,0.44406278343706723,0.0200302087173628,0.13283532355867725,0.04591041893410086,0.03333333333333333,0.3996798628165942,0.8200000000000001,0.0005703595053463616,0.008016306727144347,0.01226410555455769,0.9996438645792176,0.9975421491381992,2021-03-28
