beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
82.6597764783857,0.3,0.4939887006216996,0.04,0.2,0.04,0.03433122204572278,0.021024624158553867,0.17552061590782428,0.07142857142857142,3.4394220393520034,0.20677632527669434,1.031332460951381,0.021893338898705306,0.9900000000000001,0.13519552573036697,2.999549114168112,0.19135670134948352,0.9933042643142578,0.9718778053272203,0.9926396824974085
