beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
58.002555230689765,0.2,0.2339342422393883,0.12341309958139422,0.2,0.04,0.08290480152337025,0.019438961230694794,0.041598314415824074,0.01721722446068346,0.0,1.9999978383388963,1.9999877459118498,0.05,0.9600000000000001,0.22655805760630834,1.5150619555566418,0.3886737836695918,0.9836839155811864,0.9988406466130296,0.9864901392665595
