beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
1.998337939569087,0.20976903968282873,0.8998444637367954,0.053949197194737994,0.04395888572765691,0.04000000034752265,0.47633024331556534,0.01667799740940366,0.13772918868186512,0.2529286214156685,0.07142857125301137,0.8670980855327879,0.9600000000000002,0.0003317406090260783,0.0020724962160885464,0.006072607529601031,0.9998104396755896,0.9994576990668158,2021-03-28
