beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
5.5208323777539015,0.29999536680961425,0.8414002043557555,0.10387318921214217,0.08968069299941456,0.15203345024412596,0.14529013307634023,0.011819891996039096,0.1142326003644102,0.12678617830389588,0.03346416082801887,0.7812595466334088,0.9400000000000002,0.000708727486652897,0.00696442446006399,0.026220359069399683,0.9991262560736263,0.9983608590165535,2021-03-22
