series,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09
S,46256.525603242546,46236.48654337195,46220.87813258412,46208.01116762419,46196.91508630176,46187.02056755494,46177.987945512636,46169.611050822416,46161.762117932085,46154.35977749356,46147.350291389266,46140.69648422248,46134.371186895085,46128.35334122041,46122.62568052627,46117.17334646169,46111.9830631304,46107.04264344618,46102.34069362765,46097.86643581203,46093.60960096623,46089.56036349494,46085.70930044106,46082.04736506024,46078.56586868034,46075.256467234685,46072.11115034426,46069.12223171514,46066.28234015002,46063.58441078969,46061.02167638754,46058.58765852931,46056.27615877235,46054.08124971322,46051.997266009574,46050.01879539046,46048.140669691085,46046.35795594708,46044.66594758075,46043.06015570813,46041.536300592226,46040.09030326363,46038.71827732675,46037.41652096612,54795.2812120742,63552.94305056227,72310.42415510806,81067.73348329525,89824.86726933539,98581.81037113162,107338.53750747858,116095.01391234928,124851.1952419515,133607.02671018874,142362.44146339234,151117.35818289535,159871.67785346112,168625.27957171158,177378.01519675573,186129.70256459463,194880.1168948249,203628.97990741875,212375.94603309437,221120.5849372794,229862.35938007943,238600.59720039472,247334.4559433685,256062.8783572333,264784.53669374087,273497.7635054137,282200.46652998496,290890.0254285973,299563.1688113383,308215.8314336175,308083.89433605917,307925.40684366075,307735.05687029107,307507.672488012,307238.0800022385,306921.22028814914,306552.37521421036,306127.4381765792,305643.18441272987,305097.5034893237,304489.5635543104,303819.88835006877,303090.3421230633,302304.03104098636,301465.1395169574,300578.72453931125,299650.4910492702,298686.56802435813,297693.2999144514,296677.0628406118,295644.1103809342,294600.45021984243,293551.750473266,292503.27298162185,291459.8300752649,290425.76105195883,289404.924683491,288400.7043506354,287416.02279323194,286453.36388843856,285514.7992929555,284602.018179469,283716.35865094414,282858.8397237521,282030.19303184707,281230.89362203795,280461.1893890189,279721.12884302577,279010.58701762883,278329.2894148612,277676.83395380847,277052.7109406597,276456.32111625,275886.9918640447,275343.99167962256,274826.543013919,274333.83360835555,273865.02644179313,273419.26840803126,272995.6978391601,272593.4509851182,272211.66755382065,271849.4954096098,271506.09452084475,271180.6402404175
E,0.0,20.03905987059206,31.092531158199797,36.89206884114985,39.602470261695565,40.49522658720821,40.32315996927539,39.534477266939405,38.39710275129445,37.07166448435741,35.65464804864663,34.2040448382942,32.75465832784465,31.32727014437654,29.934146673177914,28.58235779148377,27.275783917163274,26.01633462718085,24.804692140993353,23.640767688907225,22.523983849137377,21.45345101187279,20.428079140099964,19.446649752821706,18.507863261261647,17.610370871686975,16.752796687631758,15.933753473005675,15.151854218108507,14.405720846684865,13.693990910807868,13.015322818797621,12.368399955215974,11.75193393615603,11.1646671701976,10.605374848891973,10.072866460346052,9.565986899222848,9.083617232494102,8.624675170263025,8.188115283505535,7.7729290047827275,7.378144443315045,7.0028260419406045,6.646074100191085,6.573265584191903,6.6977406084844535,6.9656984382660685,7.348290782148259,7.8346029618811865,8.42634034741801,9.134305494545057,9.976423270351752,10.976986469182034,12.166833631234248,13.58425860060923,15.276547483401467,17.302126250849838,19.733377985422468,22.66025598186743,26.194883280767236,30.477396637645732,35.68336854958215,42.03322863946113,49.80420752585611,59.345441666513274,71.09700149322951,85.61372499552375,103.59483027444163,125.92030025075702,153.69490982961213,188.30039179703112,231.45545791261503,285.2820061828894,352.3736325935183,430.76552228886766,523.2011770488226,631.6603341280089,757.6744971047154,902.3124843534989,1066.0591752808537,1248.67770703294,1449.1032150886647,1665.3985526971471,1894.788311191015,2133.7723463387956,2378.305603295335,2624.0205593058627,2866.464197447594,3101.3231099265786,3324.616386824501,3532.8439549021605,3723.0858459029537,3893.0541380859877,4041.103504275511,4166.2084988580855,4267.916331633825,4346.283408510461,4401.802824222726,4435.328624157593,4448.001252554036,4441.177318206361,4416.365709521501,4375.17120264578,4319.246023664879,4250.24932664393,4169.814204583741,4079.5216300532143,3980.880598145539,3875.313691906559,3764.1472890266514,3648.605661955247,3529.8082789409814,3408.769681218388,3286.4013846489283,3163.5153276517985,3040.8284579181327,2918.968116109425,2798.477934325584,2679.82402007367,2563.401242714909,2449.539479159419,2338.5097093499553,2230.5298803699557,2125.7704814170015,2024.3597909969624,1926.3887730922058,1831.9156112775165,1740.969879290479
I,40.909016728289586,32.1540503856476,26.64525407518728,23.072472503375987,20.661525825956584,18.952188085575933,17.669813469559653,16.650095538875494,15.79458973671717,15.044270341249657,14.363745490289425,13.731806041191204,13.135753776425666,12.567991789515249,12.023972366696157,11.500961201830686,10.997293388980568,10.511926107138855,10.04417050072776,9.593531863140774,9.159615280259786,8.742070805075302,8.340562451886607,7.9547514807879285,7.584288189722182,7.228808705270546,6.887934645333045,6.561274367822885,6.24842503177251,5.948975009519545,5.66250637902212,5.38859734133757,5.126824478805076,4.876764812139482,4.637997640246113,4.41010616170034,4.192678885545345,3.98531084383239,3.787604620690585,3.599171213612622,3.4196307426637085,3.2486130228257424,3.0857580139025176,2.930716161474488,2.7831486413899857,2.6427275192672615,2.5273712211424715,2.4452279362981124,2.399017138684633,2.3889004308153985,2.41425726322889,2.4747166947426056,2.570727057375881,2.70386844394128,2.8770466507403465,3.0946577935898585,3.362779991641526,3.6894292980343337,4.084907952126345,4.562271060635151,5.137940872273848,5.832504621958671,6.671741892525182,7.687940458950393,8.921575816595562,10.423449331100333,12.25740336116157,14.503758589614993,17.263648136965095,20.66445234912734,24.866562541233268,30.071712733257037,36.5331012478769,44.567457138442705,54.5690589360572,67.02544573545815,82.18524411042767,100.4317796085389,122.20193803094485,147.94400257944653,178.08352449132371,212.98819281909746,252.93078403988673,298.0527629327206,348.33264039580126,403.5634331454064,463.3427229181616,527.0771596669715,594.0012365536944,663.208277680402,733.6902118731801,804.3820457729132,874.2069792198604,942.1186645413455,1007.1379794762332,1068.3826527571616,1125.0889938446212,1176.6257376561596,1222.5005799257724,1262.3603477634674,1295.985946259962,1323.283280375701,1344.2713091604464,1359.0682808947827,1367.8770516704105,1370.9702283528911,1368.6757156819908,1361.3630969637838,1349.4311445838289,1333.296643356738,1313.3846171466826,1290.1199763329419,1263.920548712493,1235.1914170068985,1204.3204597914564,1171.6749769601709,1137.5992735326622,1102.4130747050751,1066.4106488368745,1029.8605221252576,993.0056778942023,956.0641438043831,919.2298811735424,882.6739014642162,846.5455454752093,810.9738706130938,776.0691006632186,741.9241006422247,708.6158465666982
A,94.85508359637556,75.88406687710045,63.88967923894801,56.04958339132045,50.69853784470175,46.84814331909197,43.90960733925432,41.53145246139725,39.50367696813575,37.70082884174295,36.04805599203653,34.50079973123541,33.03262278793288,31.627902524115367,30.2774411830465,28.97582859784278,27.719859410188327,26.507585586976155,25.337751963795753,24.209462753161393,23.12198722746917,22.074649103629923,21.0667660752332,20.09761918714105,19.16643976689936,18.27240648738305,17.414648083435548,16.592249035259407,15.804256618485931,15.049688381042696,14.327539507424753,13.636789773333645,12.97640993964025,12.345367521856089,11.742631922686565,11.16717894478179,10.617994717048383,10.094079076072909,9.594448447541065,9.118138272983076,8.664205025941888,8.231727859487465,7.8198099243413735,7.427579394008165,7.054190230401655,6.6988227206050786,6.402965910086236,6.186048480905286,6.055069223234719,6.011045739465636,6.053058739127149,6.180643621571463,6.395144272369,6.700482468369275,7.103653597166552,7.615151472245122,8.249452633036718,9.025647871017284,9.968288513867027,11.108510862831993,12.485509543273103,14.148446642225519,16.158907105782248,18.59404175743267,21.550577933409976,25.149924810438907,29.544656485192434,34.92672031745416,41.53778864299722,49.682242947012,59.743339499463595,72.20313386713421,87.66670504821698,106.89106679753108,130.81881113857207,160.6159035987466,196.90308213299815,240.61263572242876,292.8047998619443,354.57098276096053,426.95405124057606,510.8653030040097,606.9961597564213,715.7306465243086,837.0683428648617,970.5681466378372,1115.3213142713362,1269.9584511779613,1432.690430464881,1601.3787619695067,1773.6276363969182,1946.8881935096006,2118.565494532201,2286.1198649867574,2447.1562178544405,2599.4971872525894,2741.2380282987033,2870.783036963596,2986.8646079098494,3088.546965799429,3175.217122274674,3246.5658018874683,3302.5610288545786,3343.416850821997,3369.5593622193164,3381.5918304814904,3380.2603616880006,3366.421194046886,3341.0103941643547,3305.016460540918,3259.4561139976645,3205.353374730955,3143.721886988699,3075.550350186516,3001.7908442965386,2923.349792160222,2841.081276908373,2755.7824243184423,2668.1905636915817,2578.9818932966714,2488.771394808598,2398.113763216633,2307.5051426369687,2217.3854829934094,2128.1413566475458,2040.1090970707296,1953.578143094482,1868.794491876827,1785.9641813434282
IH,0.0,1.6456586552020098,2.706713989771602,3.3963135772779474,3.8447983734891555,4.132958252733525,4.311659572094284,4.413536626424005,4.460005198440571,4.465496383146224,4.440028741286019,4.390782203339037,4.323069498851219,4.240942230844258,4.147574195400077,4.045508014238598,3.9368172233340077,3.8232155405122703,3.7061327070117436,3.586768832293194,3.466134634802127,3.3450822038616392,3.2243292116163995,3.1044784582677982,2.9860339845344885,2.869414578382141,2.754965245112846,2.642967043975309,2.533645585791578,2.4271784133847687,2.323701436711729,2.223314559427145,2.126086608061984,2.0320596558993316,1.9412528189446765,1.853665589805695,1.7692807659591012,1.6880670212137314,1.609981162785559,1.5349701110048435,1.4629726340783198,1.3939208663821292,1.3277416353515452,1.2643576190737948,1.2036883541108385,1.145651110823518,1.0901616514908476,1.037868444826883,0.9896561564576815,0.9463939085810048,0.9088345789277817,0.877599754007002,0.8532083123027349,0.8361238867664877,0.8268081947543884,0.8257746380163248,0.8336409548655831,0.8511821472524552,0.8793862283930067,0.9195161064551403,0.9731815017858514,1.0424254179377843,1.1298304955813128,1.238651674127348,1.3729830505158847,1.5379687355578318,1.7400699432013913,1.9874035810532038,2.2901712965792784,2.661202279139223,3.116638029360884,3.6767925062372813,4.3672259595708995,5.220074270485376,6.2756759500785035,7.584533294738267,9.209628583690277,11.215050740997437,13.671257619110229,16.65633110475869,20.255358870358233,24.558530508390376,29.658089353540177,35.644224359473334,42.60007792406425,50.596185875606935,59.684795959352726,69.89458882746429,81.22632572985572,93.6498661444665,107.10285315704286,121.49118449479286,136.69120606808514,152.55341058976177,168.907313818371,185.56712140912504,202.33778719764013,219.02109000625083,235.42140916463873,251.3509472589657,266.6342221382882,281.1117212348291,294.64267460033807,307.1069557628703,318.4061604045004,328.46394210476643,337.2257030091239,344.6577467830911,350.7460033260978,355.4944311746373,358.9231959261977,361.0667127661221,361.9716294467495,361.69481378061835,360.30139757136055,357.86291742205265,354.45558236704585,350.15868896760986,345.05319648390525,339.22046799419684,332.74117782672323,325.6943813107761,318.15673952780594,310.20188932513116,301.89994721527864,293.31713479754524,284.5155128870795,275.55281151300983,266.4823432550862
IN,7.109307687439976,13.078041080169921,16.567719267223097,18.540197299730636,19.575332795400197,20.02541492617485,20.10623409363786,19.951231712556677,19.64388693450678,19.23717799226243,18.765325921442663,18.250911023985346,17.709205158108972,17.150823318222088,16.583357277104128,16.012390512337294,15.442135545160566,14.875839732401362,14.316048219641303,13.764778113051095,13.223636934704311,12.693905676047962,12.176598999036475,11.672510390667071,11.182247168316087,10.706258442626277,10.24485803649026,9.79824366843047,9.366513275316066,8.949679074547964,8.547679789389838,8.160391346064054,7.787636274787912,7.429191994999171,7.084798128838891,6.754162961032601,6.436969144173467,6.132878733857568,5.841537626731911,5.5625794653641165,5.2956290663156125,5.040305421484234,4.796224317393507,4.563000612445056,4.340250208074705,4.127591746156729,3.924648061805647,3.734216425041889,3.5600613487864794,3.4058159897003093,3.2745587066130004,3.1687661439057186,3.0904531447086554,3.0413892155745086,3.0233345680235195,3.038271995031224,3.0886301541874013,3.1775043401208354,3.3088863140293867,3.4879177812054394,3.7211843035929313,4.017068809522521,4.3861870405571715,4.841931676285244,5.401157834897388,6.085050470314895,6.92022418431394,7.940118434695474,9.186766255755687,10.713032412899992,12.585436957125903,14.887701211855461,17.72517278038094,21.230299597507408,25.569322702263285,30.950331488085098,37.6327569432142,45.87761568771717,55.97066402886768,68.22773675801301,82.9919022195897,100.62514268680344,121.49526443864637,145.9584691623699,174.3383959316505,206.90302667708136,243.84137967321408,285.2422146359236,331.0769368257235,381.1885066951791,435.2875139584089,492.95579353617154,553.6571900651755,616.754435719229,681.5306642172771,747.2138637777535,813.002555423112,878.0911278794958,941.6935138824513,1003.0642037363806,1061.515917226125,1116.4335621578414,1167.2843758511465,1213.6243636134093,1255.1013121603974,1291.4547681950403,1322.5134385165582,1348.1904955664195,1368.4772693145696,1383.4357807158678,1393.1905307373586,1397.9199082532687,1397.8475248735583,1393.2337288467452,1384.3674963735339,1371.5588489165523,1355.131900592872,1335.4186011065613,1312.7532070894379,1287.4674880161178,1259.8866516681878,1230.325957925372,1199.087977866878,1166.4604471550435,1132.714657836143,1098.1043304531713,1062.8649081947722,1027.2132162327648,991.3474320183673
D,88.0,88.0,88.05026521041489,88.13293943194846,88.2366768723084,88.35411289018207,88.4803505006081,88.61204638720258,88.74685401969658,88.88308099425323,89.01947569226444,89.15509250333486,89.28920512179262,89.42124951466296,89.55078540165687,89.6774694433226,89.80103596237443,89.92128261587717,90.03805940491412,90.15126000076953,90.26081473102595,90.36668479478062,90.4688574174571,90.56734174514952,90.66216533595923,90.75337114347235,90.84101491278868,90.92516292689452,91.00589005348611,91.08327805134581,91.15741410214689,91.22838953881384,91.29629874574132,91.36123820957042,91.42330570203401,91.48259957874673,91.53921817982533,91.59325931995049,91.64481985697167,91.69399532945232,91.74087965468364,91.78556487968503,91.82814097857948,91.86869569049777,91.90731439284016,91.94408000532127,91.97907292075095,92.01237095897122,92.04407174673622,92.07429993214119,92.10320670986196,92.130966270569,92.15777179075133,92.18383229558935,92.20937097152824,92.23462510776768,92.25984767491668,92.28531051186306,92.31130912925421,92.3381692157408,92.3662550344036,92.39598001582944,92.42781999236944,92.46232968088475,92.50016321752612,92.54209978906975,92.58907570467653,92.64222462566033,92.70292813720884,92.77287942494694,92.8541635309155,92.94935852523444,93.06166295020965,93.1950560637167,93.3544986861329,93.54618374252613,93.77784670662483,94.05914679102501,94.40170074869296,94.81927740633613,95.32803053389044,95.94671283014269,96.69683175643564,97.60271226643512,98.69143405685082,99.99261633652665,101.53803276975188,103.3610528826918,105.49592222705397,107.97690960626159,110.83736320774098,114.10872658127938,117.81956900469551,121.99468284933093,126.65429391664726,131.81342071542613,137.48140682799635,143.66163832146185,150.3514467696861,157.54218868352424,165.2194844653789,173.36359456818005,181.94990727239474,190.9495111630177,200.32982566657645,210.05526453540816,220.08790958692717,230.38817499463022,240.91544570682353,251.6286769128451,262.48694471208256,273.44994114453664,284.478409432072,295.5345176115229,306.5821706975313,317.5872630989576,328.5178742479018,339.3444113150474,350.03970351548253,360.57905289438906,370.94024666131537,381.1035361529062,391.0515873819902,400.76940790736455,410.24425446119716,419.46552542346654,428.42464185522914,437.11492041109113,445.5314410591213
R,0.0,20.111591013985144,37.56871573078446,53.304268585654825,67.86458297933976,81.57039963874627,94.61024079758519,107.0951204388363,119.09077771377152,130.63671472407628,141.75743997941686,152.46909069079095,162.7833096886048,172.7094905124973,182.25605363129367,191.43114923189495,200.24302267704223,208.7001835983767,216.8114626899039,224.58600619128663,232.0332376310092,239.16280416443183,245.9845175182454,252.50829517956151,258.7441048676042,264.70191379113476,270.39164329959283,275.8231290241148,281.00608632165955,285.9500806884254,290.66450274159416,295.1585473475602,299.4411964800397,303.521205410804,307.40709186212626,311.1071277792266,314.6293334106613,317.98147341341115,321.1710547266828,324.20532598383176,327.0912782552317,329.83564693636924,332.4449146150103,334.92531476908135,337.2828361630537,339.5232278252437,341.65200450167185,343.682908913556,345.6340900713013,347.5257986181545,349.3791677982213,351.215724202979,353.0573676418591,354.9266473826648,356.84723225466377,358.8445236674712,360.94639672653176,363.18407985861285,365.59320202013726,368.2150522052281,371.0981113572167,374.29993406396375,377.88947836669337,381.95000828053327,386.58272689845177,391.9113400685784,398.0878036356356,405.2995733082147,413.77875751030115,423.81367182712523,435.76340944167373,450.0761734859047,467.31225839634317,488.17270487505976,513.5347624773462,544.4953347339531,582.4234927262661,628.8610478523666,685.5852389103255,754.6389954309336,838.3428416961174,939.2903330824881,1060.3253413796058,1204.4992412768852,1375.0073418684162,1575.1059934630441,1808.0141265926427,2076.8050310598373,2384.295532336895,2732.9401272094715,3124.7370838551115,3561.15217538808,4043.063899298807,4570.732061158974,5143.789744050484,5761.257133930575,6421.574522051247,7122.651077583864,7861.925641403132,8636.435769184964,9442.891470133693,10277.75046947737,11137.29230005084,12017.689045202771,12915.071069801601,13825.586558760657,14745.45411453267,15671.008036383038,16598.736211454914,17525.310791897653,18447.612017977593,19362.74568033432,20268.054802519786,21161.126175031273,22039.792391355353,22902.130031673718,23746.454616726165,24571.312917976305,25375.473164977702,26157.91364022381,26917.81009861366,27654.522395180495,28367.58065257474,29056.6712501679,29721.6228703725,30362.392795367457,30979.053609146267,31571.780425744877,32140.83873459239
G,12094.0,12094.0,12095.372513762957,12097.502101039774,12100.028909810017,12102.741359187994,12105.514955164248,12108.276765966808,12110.984558373766,12113.614449811994,12116.153559433356,12118.595614872891,12120.938315707786,12123.181745272159,12125.327410273745,12127.37765756861,12129.335318242309,12131.203489157686,12132.985397968183,12134.684319053766,12136.303520714393,12137.846231701295,12139.315619834613,12140.714778275758,12142.046716730032,12143.314355891402,12144.520524072357,12145.66795534759,12146.759288777326,12147.797068422828,12148.78374395826,12149.721671741114,12150.61311624068,12151.46025174873,12152.265164313136,12153.02985384692,12153.756236373616,12154.446146376307,12155.10133922269,12155.723493642585,12156.314214237696,12156.875034006282,12157.407416867874,12157.91276017534,12158.392397203435,12158.847599604698,12159.297815210626,12159.756556350441,12160.233650437533,12160.736949010312,12161.27355603988,12161.850692301405,12162.476318457884,12163.159622880949,12163.91145780245,12164.744787645182,12165.675199651,12166.721519778133,12167.906575691986,12169.258152714538,12170.810197241979,12172.604335193264,12174.691790723333,12177.135813285231,12180.01474998095,12183.425935970903,12187.490619443182,12192.360189856394,12198.224038590475,12205.319447818305,12213.943971435972,12224.47083149826,12237.367887596725,12253.220717197912,12272.760230645072,12296.89497866024,12326.398938015953,12362.233993199776,12405.497624712587,12457.392208681746,12519.193326661345,12592.209770528872,12677.734108969264,12776.985976047748,12891.052326921785,13020.830023669694,13166.976196757583,13329.870923063081,13509.595139427824,13705.924786997406,13918.340373319208,14146.049745761577,14388.021024943042,14643.022337238619,14909.665104861639,15186.448058401778,15471.799693705836,15764.117494148712,16061.802806454441,16363.290750354092,16667.07494079035,16971.727103925892,17275.911882669643,17578.397266600412,17878.06115950265,18173.89462930406,18465.00238258627,18750.600979612365,19030.01526449826,19302.673435336896,19568.101125670884,19825.914815202625,20075.814836409903,20317.578196304563,20551.051389779437,20776.143343202348,20992.8185941655,21201.09078538778,21401.016527356893,21592.689664968944,21776.235967719924,21951.80825046805,22119.581921975747,22279.75095094305,22432.52423368504,22578.12234364994,22716.774640327625,22848.716713506128,22974.188138078458
H,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,262772.9910872885,254013.89138437886,245254.79168146924,236495.69197855963,227736.59227565,218977.4925727404,210218.39286983077,201459.29316692115,192700.19346401154,183941.09376110192,175181.9940581923,166422.89435528268,157663.79465237306,148904.69494946345,140145.59524655383,131386.4955436442,122627.39584073459,113868.29613782497,105109.19643491536,96350.09673200574,87590.99702909612,78831.8973261865,70072.79762327689,61313.69792036727,52554.59821745765,43795.49851454803,35036.39881163841,26277.299108728796,17518.199405819178,8759.099702909562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
