test\vac,0.0,0.0005,0.001,0.0015,0.002,0.0025,0.003,0.0035,0.004,0.0045000000000000005,0.005,0.0055,0.006,0.006500000000000001,0.007,0.0075,0.008,0.0085,0.009000000000000001,0.0095,0.01
0.0,236.62916096739784,229.19482065859873,222.27717573131875,215.84149343117232,209.85922350236248,204.3055368190318,199.11667059705007,194.2548598373446,189.68600471143287,185.379692121622,181.30900455285985,177.4502264459644,173.78251321292768,170.2875597015122,166.94928756897085,163.7535606572067,160.68793145103749,157.7414183628837,154.90431185936401,152.16800666694223,149.5248570592011
0.02,215.8427281359923,209.2066638467203,203.05040894458875,197.33630870088126,192.02376519483846,187.0727230820143,182.445541951339,178.10786372980243,174.02888463734774,170.18129384367322,166.54104037100174,163.08702438760426,159.80076793365714,156.66609496407173,153.6688355706898,150.79656051897186,148.03834734538304,145.3845766718318,142.82675615393634,140.35736901280302,138.00290480614987
0.04,197.9580281616268,192.04413085461474,186.55524337398583,181.45712735480836,176.71315539743043,172.28741670875675,168.14634274597105,164.25942822798987,160.59942666343244,157.14225854399334,153.86677630588898,150.77785069592522,147.84092628545417,145.0370294003509,142.3535299605763,139.7793978057304,137.30497694719122,134.9217918684696,132.62238212101585,130.40016145096746,128.24929794920186
0.06,182.70345434198225,177.34174130487207,172.38044079139274,167.78285785256972,163.51161362504158,159.53118223952615,155.8090833814008,152.31629502988594,149.02724020574047,145.9195598051827,142.97379380524987,140.1730384293037,137.50261451636706,134.94976372354927,132.50337880331224,130.15376864092633,127.89245596369504,125.71200442564866,123.60587141752687,121.56828304046607,119.59412797986231
0.08,169.28109361479105,164.44693002466042,159.97092256043243,155.81953221246795,151.95884992678663,148.35683318494793,144.98432209516318,141.81536039908448,138.82714470943083,135.99979246238905,133.31603651830952,130.76090490194755,128.32141539984346,125.98629844164977,123.74575276658445,121.59123371216604,119.51527171573801,117.51131771010778,115.57776276683254,113.72335985193743,111.9251818100251
0.1,157.50592217570247,153.06948044607202,148.97736599158077,145.21261852994053,141.70769887856983,138.4336408593756,135.36420392115318,132.47611591003147,129.74899251058162,127.16510386008116,124.71119930232487,122.38586116077055,120.16451423928996,118.03685382388119,115.9939566793685,114.02807297206515,112.1324503478163,110.30118576549218,108.52910091655963,106.81163749783246,105.14476910189444
0.12,147.13497222846325,143.0950886211315,139.36336774759224,135.90706121868186,132.6945988639952,129.69709418318027,126.88887675053343,124.24751321464423,121.75358284774137,119.39035428166864,117.14344050810612,115.00046998444438,112.95079021911809,110.98520888260498,109.09577182553038,107.27557481349112,105.5186048580447,103.81960692724213,102.17397211540245,100.57764380442649,99.02703883616428
0.14,137.8494510942701,134.1573069828436,130.74405367883293,127.57955002954586,124.63493601216982,121.88393777590545,119.30329782911835,116.87275437847121,114.57481014233637,112.39442098421912,110.31867160367086,108.33647045135837,106.43827714000967,104.61586583029622,102.86212329230618,101.17087826392013,99.53675805631678,97.95506838467766,96.42169274631986,94.93300812783278,93.48581429592316
0.16,129.50217535952618,126.11600910708438,122.98297598933699,120.07527333490218,117.36646038269785,114.83258496643346,112.4525251694297,110.20793442128927,108.08300674663731,106.0641778078078,104.13982026117648,102.29996065982809,100.53602853539985,98.84063984569528,97.20741296050628,95.6308136951303,94.10602544330206,92.6288405866483,91.19556973558089,89.80296581564122,88.44816046977805
