beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
17.39325178216528,0.288442148300952,0.11396103293173984,0.11722367405056067,0.19978953444824646,0.19494847523681816,0.19852331165566192,0.012825701532581753,0.15022541590261987,0.059704291689343526,0.03333333333333333,0.5790918421447954,0.8600000000000001,0.00011636217409856215,0.011764319164924842,0.016764167068058458,0.999490524715811,0.9993606452333222,2021-03-25
