series,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28
S,18980418.04627121,18979312.25306225,18978260.92143887,18977231.47240654,18976201.480129898,18975155.263590116,18974081.61282634,18972972.271002356,18971820.920325987,18970622.504001398,18969372.77235597,18968067.978545334,18966704.67407237,18965279.570914652,18963789.44810081,18962231.087947078,18960601.232084733,18958896.55069304,18957113.620544888,18955248.90893635,18953298.761549458,18951259.392950814,18949126.878865633,18946897.14965896,18944565.98465163,18942129.007029943,18939581.67919636,18936919.298468348,18934136.99307305,18931229.71841346,18928192.25360103,18925019.198263463,18921704.969646376,18918243.80003493,18914629.734527238,18910856.629195992,18906918.149678446,18902807.770238176,18898518.773344707,18894044.249819554,18889377.099599276,18884510.033167847,18879435.573712114,18874146.060055174,18868633.650423072,18862890.327100575,18856907.902031418,18850678.023417644,18844192.18337125,18837441.726669293,18830417.86066089,19804992.608438462,20778854.893595755,21751960.94574424,22724253.058855843,23695660.067240052,24666097.36354301,25635466.49929782,26603654.404429182,27570532.25449639,28535954.005706906,29499754.609246254,30461747.90904531,31421724.22118956,32379447.589032255,32352896.78206965,32324343.773893908,32293720.817282587,32260855.320982903,32225586.658031963,32187761.31054229,32147230.22515907,32103847.590622503,32057470.542192955,32007959.478830513,31955178.79040336,31898997.86019866,31839292.24909091,31775944.992222168,31708847.95349264,31637903.191693623,31563024.297383614,31484137.66329982,31401183.654273186,31314117.64591795,31222910.905146465,31127551.2899579,31028043.7509553,30924410.622541256,30816691.697538007,30704944.084842388,30589241.855416656,30469675.48719944,30346351.124195155,30219389.668905735,30088925.73029925,29955106.45161334,29818090.243468244,29678045.448060654,29535148.959710423,29389584.825848028,29241542.850790378,29091217.222490016,28938805.17999182,28784505.73671545,28628518.47201242,28471042.40081746,28312274.928701203,28152410.897292715,27991641.722917333,27830154.629412662,27668131.974455684,27505750.667358093,27343181.675157342,27180589.612933896,27018132.413602076,26855961.07193166,26694219.457237206,26533044.188999075,26372564.569631748,26212902.568670284,26054172.852784753,25896482.85623744,25739932.886652984,25584616.26126303,25430619.469103124,25278022.35496991,25126898.321283203,24977314.544333022,24829332.201721236,24683006.708126206,24538387.95682412,24395520.564689934,24254444.118672445,24115193.42199128,23977798.73853782,23842286.034177415,23708677.2138471,23576990.353521496,23447239.92628117,23319437.021862518,23193589.559197728,23069702.491568316,22947778.004097402,22827815.70339492,22709812.79924794,22593764.27831562,22479663.069846418,22367500.203484748,22257264.959276088,22148945.010014698,22042526.55610691,21937994.453146536,21835332.332417563,21734522.714553833,21635547.116596114,21538386.152694546,21443019.628709186,21349426.630963676,21257585.609407406,21167474.455439996,21079070.57464902,20992350.95470769,20907292.228674028,20823870.73392707,20742062.566968948,20661843.634314492,20583189.699682537,20506076.427695196,20430479.424283393,20356374.273988888,20283736.574344885,20212541.967509225,20142766.169316202,20074384.99590516,20007374.388076335,19941710.433516853,19877369.387032542,19814327.68891411,19752561.98155935,19692049.12446654,19632766.20770776,19574690.56398484,19517799.779364783,19462071.702785924,19407484.45442084,19354016.43297686,19301646.322010286,19250353.09532577,19200116.021528047,19150914.667788934,19102728.902888816,19055538.899587885,19009325.13637911,18964068.39867149,18919749.77944904,18876350.679448042,18833852.806892302,18792238.176823497,18751489.11006131,18711588.23182565,18672518.47005115,18634263.053422015,18596805.509153426,18560129.660543848,18524219.62432096,18489059.80780225,18454634.905889876,18420929.897918034,18387930.04436965,18355620.883478098,18323988.227728453,18293018.160271697,18262697.03126433,18233011.454144873,18203948.30185784,18175494.703035064,18147638.038143307,18120365.935606528,18093666.26791043,18067527.14769633,18041936.923850805,18016884.17759694,17992357.71859273,17968346.58104139,17944840.019818228,17921827.506618056,17899298.72612691,17877243.57222142,17855652.14419888,17834514.74304071,17813821.867711827,17793564.21149804,17773732.658383474,17754318.27946971,17735312.329438202,17716706.243057225,17698491.631734572,17680660.28011694,17663204.142736863,17646115.340707842,17629386.1584683,17613009.040574737,17596976.588544484,17581281.55774823,17565916.854352515,17550875.532312237,17536150.790413115,17521735.969364095,17507624.54893947,17493810.145170555,17480286.507586624,17467047.516504817,17454087.180368643,17441399.63313469,17428979.131707124,17416820.05341949,17404916.89356334,17393264.262963183,17381856.885597177,17370689.596263062,17359757.338288717,17349055.161286756,17338578.2189526,17328321.766905338,17318281.16057085,17308451.85310647,17298829.39336663,17289409.4239088,17280187.679039083,17271159.982896883,17262322.247577906,17253670.471294932,17245200.736575667,17236909.20849707,17228792.132955495,17220845.834972013,17213066.717032302,17205451.257460475,17197996.008826204,17190697.596384566,17183552.716547985,17176558.135389633,17169710.68717778,17163007.272940405,17156444.859059576,17150020.475894965,17143731.216435973,17137574.234981872,17131546.74584946,17125646.02210764,17119869.394338414,17114214.24942379,17108678.029358037,17103258.230084807,17097952.400358636,17092758.140630305,17087673.101955604,17082694.984927002,17077821.53862777,17073050.559608098
E,0.0,1105.7932089607027,1894.7987523737727,2474.7468065766984,2917.6576801020224,3271.721568105067,3569.225501948093,3831.843972189735,4074.170610323693,4306.0760207087305,4534.282092104693,4763.413258913722,4996.698558911206,5236.440534175392,5484.328446259773,5741.64752749503,6009.418800950107,6288.4925255447,6579.610660613508,6883.4486281223435,7200.643234493751,7531.811332698149,7877.562281760432,8238.50624332226,8615.259675267416,9008.448928408525,9418.71254889604,9846.702686296501,10293.085871778678,10758.543340228805,11243.771009490643,11749.479189345038,12276.392065666401,12825.246986988857,13396.793568525753,13991.792620542587,14611.014902572719,15255.239701415252,15925.253228587353,16621.84683153737,17345.815012210267,18097.953246331297,18879.055596932914,19689.91211612962,20531.306029906274,21404.01070170453,22308.786371858216,23246.376671435417,24217.504910789958,25222.870145107205,26263.143021445027,27338.961414216887,28872.027239254036,30797.638590709743,33080.378362678486,35706.69107191184,38679.6786505609,42015.54827594758,45741.28392332447,49893.22255524331,54516.3003093078,59663.79819563546,65397.464684869796,71787.9275727536,78915.33243467058,86870.16202811126,94815.05931470024,102945.14598425005,111389.08102039041,120233.0374908014,129535.63664775861,139337.12855709743,149664.97271176838,160537.16789990212,171964.17937763606,183949.99883206197,196492.67758784437,209584.55166438778,223212.30093102413,237356.93641856324,251993.77899855032,267092.47237721994,282617.0594715501,298526.1411631702,314773.12861672684,331306.59391579253,348070.7182439348,365005.8320159205,382049.03719559306,399134.8985575818,416196.1879268631,433164.6635273915,449971.86552656675,466549.9086751423,482832.2535677164,498754.4394011077,514254.7630664344,529274.8918313857,543760.399595703,557661.2195785663,570932.0091746513,583532.4254675092,595427.3124097653,606586.8028913158,616986.34076823,626606.6293911515,635433.5142499318,643457.8080570626,650675.0669564875,657085.3266068494,662692.8066952736,667505.5920378692,671535.2978641985,674796.7262102065,677307.5195984824,679087.8174019575,680159.9194973045,680547.9610417339,680277.6014704452,679375.7301255462,677870.1903001587,675789.522919275,673162.7305841068,670019.0622790363,666387.8186777496,662298.1776841519,657779.0395996971,652858.8911166542,647565.6871910883,641926.7497444181,635968.682072865,629717.29780476,623197.5632316398,616433.551845919,609448.4099416368,602264.3321717671,594902.5460027222,587383.3040612546,579725.8834286439,571948.5909998973,564068.7740900671,556102.8355343731,548066.252592535,539973.5990297539,531838.5698064712,523674.00786592404,515491.9325622745,507303.5693225037,499119.38018222107,490949.09487901547,482801.74222698744,474685.6815327428,466608.6338465021,458577.71287224145,450599.4553880861,442679.8510527075,434824.37149540975,427037.9986071173,419325.2519667796,411690.215352966,404136.56230381504,396667.58070018963,389286.1963570362,381994.99561669433,374796.2469454031,367691.9215406196,360683.712962136,353773.05580445507,346961.1434315654,340248.9447982434,333637.2203843745,327126.53727061546,320717.2833850796,314409.6809516759,308203.7991713333,302099.5661676357,296096.78022843413,290195.12037481985,284394.15628847934,278693.357627937,273092.1027635482,267589.6869603643,262185.330037167,256878.18352908507,251667.33738027417,246551.82619217693,241530.63505189534,236602.7049642112,231766.93790979267,227022.20155113103,222367.33360677038,217801.14591342557,213322.42819463817,208929.95155369633,204622.47170764834,200398.73197836953,196257.46605580332,192197.40054768737,188217.25732929853,184315.755706003,180491.61440068387,176743.55337743476,173070.2955122553,169470.5681208634,165943.1043531466,162486.64446321267,159099.93696346498,155781.73967062158,152530.82065111672,149345.95907286828,146225.94596996522,143169.5849264218,140175.69268476186,137243.09968483337,134370.65053791256,131557.20444083333,128801.63553457533,126102.8332114575,123459.70237481508,120871.16365478505,118336.1535835872,115853.62473346466,113422.54582023711,111041.9017752238,108710.69378810772,106427.93932313891,104192.67211091248,102003.94211780374,99860.81549500045,97762.37450893775,95707.71745481603,93695.95855476483,91726.22784210532,89797.67103306144,87909.44938717363,86060.73955757859,84250.73343223512,82478.63796709655,80743.67501215776,79045.08113123529,77382.1074162757,75754.01929692697,74160.0963460521,72599.63208181209,71071.93376689668,69576.32220543605,68112.13153808433,66678.70903572656,65275.41489222391,63901.622016578,62556.71582486303,61240.094032245266,59951.16644538167,58689.35475546366,57454.09233214858,56244.82401859916,55061.005927830476,53902.105240545214,52767.60000462009,51656.97893638992,50569.74122386052,49505.39633196768,48463.46380998616,47443.47310118072,46444.96335477988,45467.483240342815,44510.5907645803,43573.85309068149,42656.84636019064,41759.1555174699,40880.37413677776,40020.10425198611,39177.956188953154,38353.54840056416,37546.507304446786,36756.46712336352,35983.06972827963,35225.964484101,34484.80809807315,33759.26447082931,33049.0045500729,32353.706186876872,31673.053994580314,31006.739210260563,30354.459558757106,29715.919119222013,29090.828194170062,28478.90318100042,27879.866445960593,27293.446200522343,26719.376380138307,26157.396525347405,25607.2516651964,25068.692202944396,24541.47380401674,24025.357286174272,23520.10851186372,23025.498282714725,22541.302236148993,22067.30074406679,21603.27881357621
I,2142.9111268986694,1971.4659003673496,1871.0969023142513,1819.685238980072,1802.469827163078,1809.6063874008405,1834.5379574910505,1872.9069604526378,1921.8287481166112,1979.406460545102,2044.4070047728678,2116.044619686123,2193.8362879022266,2277.505132617948,2366.915866060269,2462.0316495069364,2562.885259021749,2669.5598108276686,2782.1758759389963,2900.882865854398,3025.853273730658,3157.2788246545542,3295.3679019537535,3440.3438257162557,3592.4436993968557,3751.9176336666565,3919.0282189261548,4094.050159450707,4277.270009846192,4468.985972955756,4669.507730643915,4879.156287042049,5098.263809239365,5327.173453961703,5566.23917110985,5815.825476539688,6076.30718743387,6348.069114224067,6631.505703399205,6927.020625763884,7235.026304850653,7555.943380281207,7890.2001009438145,8238.231642929088,8600.479347259881,8977.389872576729,9369.414258108705,9777.006892480253,10200.624384185663,10640.72432991213,11097.763977316323,11572.198779364562,12064.48083793819,12596.90057468702,13186.608836742262,13847.547151237646,14591.83849385484,15430.796835625675,16375.671662267574,17438.21214664343,18631.112328377298,19968.381574844985,21465.672211990313,23140.58730166624,25012.985159225493,27105.292625817536,29442.835781082333,32005.479150260566,34784.81955032183,37779.799890516566,40993.917616420265,44433.43115508124,48106.18607178692,52020.82461821918,56186.23124797721,60611.12246021663,65303.72444047817,70271.50415055994,75520.93360689675,81057.27608651965,86884.38877959493,93004.54012494844,99418.24243382073,106124.10186645841,113118.68864631282,120396.43074608954,127949.53426768581,135767.93344020654,143839.27263607265,152148.92210677115,160680.02831673063,169413.59885533655,178328.62098181059,187402.21195224114,196609.7984353443,205925.32158069834,215321.4636899268,224769.8919786963,234241.51461736034,243706.74410348234,253135.7630448072,262498.78760385123,271766.3241568183,280909.41512772196,289899.87044883723,298710.48164566455,307315.2161239339,315689.38982508075,323809.816995031,331654.93636214116,339204.9135303062,346441.7198525906,353349.1884525835,359913.0484013839,366120.9383366697,371962.4010278908,377428.8605512017,382513.5838435845,387211.62846290995,391519.77839519264,395436.46972804086,398961.7079562944,402096.97860792023,404845.1527808762,407210.38906990516,409198.03324060387,410814.5168806154,412067.25612784066,412964.55144604517,413515.4892915177,413729.84639241744,413617.99724657775,413190.82533489645,412459.6384467693,411436.0884217577,410132.095528029,408559.7776230684,406731.38417556614,404659.23516895284,402355.664856392,399832.9702936887,397103.36454003205,394178.9343862204,391071.6024454756,387793.09342259343,384354.904362462,380768.2786683914,377044.18367374875,373193.2915466111,369225.9633061071,365152.2357304155,360981.8109396565,356724.04844182,352387.95943612023,347982.20317548374,343515.0851980235,338994.5572461205,334428.2187009381,329823.31936967507,325186.76347248256,320525.11468561256,315844.6021069288,311151.12701931864,306450.2703367217,301747.3006263921,297047.1826095862,292354.58605108707,287673.89495582005,283009.2169982582,278364.393117358,273743.00721639796,269148.39591331885,264583.6582929834,260051.66561820294,255555.07096141647,251096.31872358016,246677.65401113353,242301.13184587858,237968.62618624856,233681.83874177435,229442.3075655942,225251.41541261415,221110.39785342838,217020.3511363683,212982.23979208095,208996.90397685964,205065.0665525752,201187.3399025008,197364.23248360082,193596.15511697807,189883.42701915474,186226.28157771606,182624.87187557897,179079.2759687751,175589.50192316496,172155.49261594084,168777.13030813384,165454.24099462907,162186.59853841347,158973.92859594594,155815.91234065092,152712.18999160267,149662.36415449306,146666.00298196485,143722.64316035068,140831.7927297887,137992.93374459253,135205.52478064064,132469.00329641896,129782.78785420638,127146.28020773544,124558.86726249396,122019.92291465888,119528.80977447324,117084.88077969248,114687.48070453841,112335.94756940981,110029.61395640882,107767.80823555232,105549.85570634926,103375.07965923849,101242.80236119755,99152.34596965245,97103.03337864076,95094.18900100765,93125.13949024519,91195.21440542085,89303.74682248135,87450.07389506327,85633.5373677918,83853.48404490412,82109.26621689426,80400.24204774141,78725.7759251543,77085.23877613938,75478.00835008106,73903.46947140775,72361.01426380714,70850.04234784933,69369.96101377573,67920.18537111541,66500.13847669923,65109.25144255404,63746.96352507654,62412.72219680618,61105.98320204164,59826.21059747311,58572.87677893424,57345.46249531304,56143.456850599134,54966.357294986316,53813.66960589412,52684.90785971943,51579.59439507941,50497.25976826001,49437.44270153967,48399.69002501576,47383.5566125213,46388.60531218208,45414.4068721286,44460.53986184366,43526.59058959489,42612.15301637159,41716.82866671698,40840.226536820715,39981.96300021114,39141.661711363624,38318.953507518956,37513.47630898488,36724.87501817455,35952.801417617025,35196.91406715774,34456.87820055059,33732.36562162817,33023.05460022216,32328.62976799275,31648.782014313063,30983.208382343135,30331.611965416654,29693.701803853543,29069.19278230169,28457.805527702178,27859.26630796384,27273.306931425133,26699.664647173933,26138.08204628898,25588.306964060277,25050.092383239826,24523.196338368405,24007.381821219064,23502.416687393023,23008.073564099344,22524.129759145457,22050.3671711618,21586.572201080315,21132.535664883093,20688.052707634513,20252.92271880731,19826.949248910398,19409.93992742388,19001.70638204438
A,7657.388152673051,7351.092596804241,7262.0153209510245,7322.74879757161,7488.5503374013,7729.816423650575,8027.060067912492,8367.558387051346,8743.114930769982,9148.566137838698,9580.784574616064,10038.01385361751,10519.42501392113,11024.820777638732,11554.43855017538,12108.819357088401,12688.720809655631,13295.05946842283,13928.872832910472,14591.294429973508,15283.537639543863,16006.88534284772,16762.683443842445,17552.33695925222,18377.307802827727,19239.113676517103,20139.32767266095,21079.578318867043,22061.549882087133,23086.98280477291,24157.674183292012,25275.47822335938,26442.306623308712,27660.128846417876,28930.972250101375,30256.922043858904,31640.121050272435,33082.769244648654,34587.12304949772,36155.49436018952,37790.24927801962,39493.80652667988,41268.635527859355,43117.254111471775,45042.22583587485,47046.156893461775,49131.69257720869,51301.513284192006,53558.33003278138,55904.879471202265,58343.918356477545,60878.21748443166,63510.555053501106,66321.76351511956,69377.44907441949,72734.02888134315,76443.15079658452,80554.97173089185,85120.64643134571,90194.28512229744,95834.56892746643,102106.1609508081,109081.01377739888,116839.64739682076,125472.45235156656,135081.0591014906,145779.8044956178,157523.24196183815,170303.90995241335,184138.49321834472,199058.98189752974,215106.95237875506,232329.7786245365,250778.0294465682,270503.58710435225,291558.19837476814,313992.28005036386,337853.8710512727,363187.6681685677,390034.1113427102,418428.5031789725,448400.1597302988,479971.5976573745,513157.76805912884,547965.35037616,584392.1213069893,622426.4139604698,662046.6817155767,703221.179643881,745907.7740260689,790053.8876179622,835596.5850558755,882462.7993034418,930569.6965002618,979825.1731379209,1030128.4763074561,1081370.9349587797,1133436.7877841592,1186204.0915512724,1239545.692501618,1293330.2428017373,1347423.2439649904,1401688.099604777,1455987.1607727755,1510182.7484026959,1564138.1389394915,1617718.501002778,1670791.7728310805,1723229.4722063038,1774907.432499972,1825706.460358807,1875512.9123124613,1924219.1892066987,1971724.1488173963,2017933.4382700264,2062759.748969587,2106122.9976379583,2147950.4377655825,2188176.706322697,2226743.810955631,2263601.0631315284,2298704.9628069364,2332019.040199117,2363513.6601504874,2393165.794412421,2420958.766949834,2446881.9770963867,2470930.605084168,2493105.3041423964,2513411.883016515,2531860.98241015,2548467.7485045893,2563251.506369228,2576235.435746263,2587446.2513772435,2596913.8897404224,2604671.2037879867,2610753.6670123413,2615199.087931181,2618047.3358623376,2619340.078660999,2619120.532913392,2617433.226921635,2614323.7766732466,2609838.6748647336,2604025.092940661,2596930.6960164164,2588603.4704734148,2579091.5639485368,2568443.1373840123,2556706.228758679,2543928.6280854777,2530157.7632322246,2515440.5961021576,2499823.5286966753,2483352.318574196,2466072.0032154876,2448026.8328064308,2429260.210953407,2409814.6428537425,2389731.6904534465,2369051.9341363506,2347814.940502345,2326059.2358073047,2303822.2846532483,2281140.473533951,2258049.098858445,2234582.3590923403,2210773.350674553,2186654.067384621,2162255.402853281,2137607.1559261493,2112738.0386072453,2087675.686325487,2062446.6702832738,2037076.5116616797,2011589.6974716426,1986009.6978548197,1960358.9846514387,1934659.0510655404,1908930.4322704428,1883192.726809076,1857464.618655056,1831763.8998109705,1806107.493330374,1780511.4766594367,1754991.1052030881,1729560.8360288416,1704234.35162933,1679024.5836719135,1653943.73667058,1629003.3115217653,1604214.12885168,1579586.3521282917,1555129.5104962627,1530852.5212979391,1506763.7122479142,1482870.8432327954,1459181.1277115894,1435701.2536956144,1412437.4042900587,1389395.27778226,1366580.1072644892,1343996.6797814963,1321649.3549953462,1299542.0833621307,1277678.4238170264,1256061.5609658652,1234694.3217829287,1213579.1918160676,1192718.3309014982,1172113.5883917452,1151766.5179012076,1131678.391574705,1111850.213885157,1092282.734967232,1072976.463494414,1053931.679107451,1035148.4444026079,1016626.6164885203,998365.8581207738,980365.6484235876,962625.2932081994,945143.9348977102,927920.5620682653,910954.0186165342,894243.0125634942,877786.1245045385,861581.8157159153,845628.435927461,829924.2307715305,814467.3489179398,799255.8489046351,784287.7056736818,769560.8168220357,755073.0085764087,740822.0415013896,726805.615949809,713021.3772641673,699466.9207377626,686139.7963439679,673037.5132419181,660157.5440666722,647497.3290117201,635054.2797115031,622825.7829314196,610809.2040725875,599001.8904984329,587401.1746899768,576004.3772364957,564808.8096680301,553811.7771360277,543010.5809482086,532402.5209635568,521984.89785315056,511755.01523236313,501710.18166978535,491847.7125780421,482164.9319915039,472659.1742357232,463327.7854932599,454168.125270398,445177.567769097,436353.50316836726,427693.3388191075,419194.50035629724,410854.43273229274,402670.60117483797,394640.49207326584,386761.6137962352,379031.49744422093,371447.6975398528,364007.79265907715,356709.3860060013,349550.1059341683,342527.6064168995,335639.5674692393,328883.6955239338,322257.7237637766,315759.4124125603,309386.5489867811,303136.94851015374,297008.4536929104,290998.93507777265,285106.291154408,279328.44844410353,273663.3615563171,268109.0132186938,262663.4142820678,257324.60370190197,252090.6484975556,246959.64369070818,241929.71222420805,236999.00486255874,232165.7000752001,227428.00390368997,222784.14981384051,218232.39853381546,213771.03787914792,209398.38256559306,205112.77401068772
